	Size	BioGRID_interactions.07-11-2022	KEGG_drugs.09-11-2022	MoNDO_diseases.07-11-2022	Reactome_pathways.07-11-2022	Recon3D_metabolites.07-11-2022
ClusterID:1	5	4	0	0	0	0
ClusterID:2	6	4	0	0	10	0
ClusterID:3	3	2	0	0	0	0
ClusterID:4	2	1	0	0	0	0
ClusterID:5	30	34	0	0	276	0
ClusterID:6	3	2	0	0	0	0
ClusterID:7	1	0	0	0	0	0
ClusterID:8	1	0	0	0	0	0
ClusterID:9	1	0	0	0	0	0
ClusterID:10	1	0	0	0	0	0
ClusterID:11	1	0	0	0	0	0
ClusterID:12	1	0	0	0	0	0
ClusterID:13	1	0	0	0	0	0
ClusterID:14	1	0	0	0	0	0
ClusterID:15	1	0	0	0	0	0
ClusterID:16	2	1	0	0	0	0
ClusterID:17	42	36	0	0	861	0
ClusterID:18	28	24	0	57	12	0
ClusterID:19	8	1	0	0	11	10
ClusterID:20	55	188	0	0	1128	0
ClusterID:21	9	17	0	0	28	0
ClusterID:22	1	0	0	0	0	0
ClusterID:23	12	19	0	0	25	0
ClusterID:24	25	140	0	0	144	0
ClusterID:25	6	8	0	0	0	0
ClusterID:26	3	3	0	0	0	0
ClusterID:27	5	5	0	0	1	3
ClusterID:28	12	10	3	0	24	0
ClusterID:29	69	189	0	0	1711	0
ClusterID:30	2	1	0	0	0	0
ClusterID:31	2	1	0	0	0	0
ClusterID:32	5	5	0	0	0	0
ClusterID:33	1	0	0	0	0	0
ClusterID:34	2	1	0	0	0	0
ClusterID:35	11	11	1	0	17	0
ClusterID:36	20	6	0	0	94	0
ClusterID:37	2	1	0	0	0	0
ClusterID:38	11	37	0	0	0	0
ClusterID:39	2	1	0	0	0	0
ClusterID:40	3	2	0	0	0	0
ClusterID:41	4	1	0	0	6	0
ClusterID:42	4	0	0	6	0	0
ClusterID:43	9	14	0	2	3	0
ClusterID:44	4	5	0	1	1	0
ClusterID:45	3	2	0	0	0	0
ClusterID:46	3	2	0	0	1	0
ClusterID:47	5	4	0	0	0	0
ClusterID:48	2	1	0	0	0	0
ClusterID:49	5	6	1	0	1	0
ClusterID:50	5	4	3	0	2	0
ClusterID:51	18	128	0	0	105	0
ClusterID:52	3	2	0	0	0	0
ClusterID:53	19	99	0	0	0	0
ClusterID:54	1	0	0	0	0	0
ClusterID:55	15	48	0	0	0	0
ClusterID:56	6	3	0	1	1	0
ClusterID:57	3	2	0	0	0	0
ClusterID:58	9	5	0	0	7	31
ClusterID:59	2	1	0	0	0	0
ClusterID:60	35	10	0	0	202	0
ClusterID:61	9	11	0	0	15	0
ClusterID:62	2	1	0	0	0	0
ClusterID:63	11	9	0	6	1	0
ClusterID:64	2	1	0	0	0	0
ClusterID:65	2	1	0	0	0	0
ClusterID:66	4	3	0	0	0	0
ClusterID:67	6	5	0	0	0	0
ClusterID:68	1	0	0	0	0	0
ClusterID:69	2	1	0	0	0	0
ClusterID:70	3	2	0	0	1	0
ClusterID:71	15	8	0	0	78	0
ClusterID:72	2	1	0	0	0	0
ClusterID:73	3	2	0	0	0	0
ClusterID:74	2	1	0	0	0	0
ClusterID:75	3	2	0	0	0	0
ClusterID:76	3	2	0	0	0	0
ClusterID:77	2	1	0	0	0	0
ClusterID:78	7	15	0	0	15	0
ClusterID:79	42	10	0	0	363	58
ClusterID:80	2	1	1	0	1	0
ClusterID:81	1	0	0	0	0	0
ClusterID:82	4	3	0	0	0	0
ClusterID:83	9	8	0	0	15	0
ClusterID:84	27	197	0	0	123	0
ClusterID:85	5	5	0	0	0	0
ClusterID:86	8	3	0	0	21	0
ClusterID:87	2	1	0	0	0	0
ClusterID:88	2	1	0	0	0	0
ClusterID:89	1	0	0	0	0	0
ClusterID:90	10	12	0	0	45	0
ClusterID:91	1	0	0	0	0	0
ClusterID:92	2	1	0	0	0	0
ClusterID:93	4	5	0	0	0	0
ClusterID:94	4	3	0	0	0	0
ClusterID:95	3	2	0	0	0	0
ClusterID:96	2	1	0	0	0	0
ClusterID:97	16	51	0	15	11	0
ClusterID:98	18	5	0	1	19	97
ClusterID:99	1	0	0	0	0	0
ClusterID:100	4	5	0	0	0	0
ClusterID:101	29	78	1	0	1	3
ClusterID:102	21	8	0	0	192	0
ClusterID:103	10	36	0	0	15	0
ClusterID:104	1	0	0	0	0	0
ClusterID:105	2	1	0	0	0	0
ClusterID:106	1	0	0	0	0	0
ClusterID:107	3	2	0	0	0	0
ClusterID:108	5	3	0	1	0	0
ClusterID:109	4	5	0	0	0	0
ClusterID:110	30	28	0	0	325	0
ClusterID:111	2	1	0	0	0	0
ClusterID:112	17	23	0	0	78	0
ClusterID:113	2	1	0	0	0	0
ClusterID:114	3	2	0	0	0	0
ClusterID:115	2	1	0	0	0	0
ClusterID:116	13	8	0	0	9	54
ClusterID:117	6	8	0	0	6	0
ClusterID:118	3	2	0	0	0	0
ClusterID:119	5	5	0	0	0	0
