	Size	BioGRID_interactions.07-11-2022	KEGG_drugs.09-11-2022	MoNDO_diseases.07-11-2022	Reactome_pathways.07-11-2022	Recon3D_metabolites.07-11-2022
ClusterID:1	11	20	3	0	3	0
ClusterID:2	3	2	0	0	0	0
ClusterID:3	5	4	0	0	0	0
ClusterID:4	17	14	3	1	13	78
ClusterID:5	6	6	3	0	3	0
ClusterID:6	9	7	3	0	3	0
ClusterID:7	4	1	0	3	0	0
ClusterID:8	10	18	0	0	0	0
ClusterID:9	1	0	0	0	0	0
ClusterID:10	1	0	0	0	0	0
ClusterID:11	43	88	0	0	432	0
ClusterID:12	115	1896	0	0	160	0
ClusterID:13	116	835	0	0	4756	0
ClusterID:14	55	484	0	0	3	0
ClusterID:15	12	16	3	0	10	0
ClusterID:16	14	41	0	0	9	0
ClusterID:17	364	3528	0	8	16906	0
ClusterID:18	29	28	0	0	210	0
ClusterID:19	9	9	0	0	0	0
ClusterID:20	150	2131	0	0	6533	0
ClusterID:21	3	3	0	0	1	0
ClusterID:22	73	137	55	0	765	0
ClusterID:23	128	3216	0	0	51	0
ClusterID:24	10	10	0	0	0	0
ClusterID:25	43	243	0	0	9	0
ClusterID:26	53	228	0	0	0	0
ClusterID:27	64	260	1	0	708	0
ClusterID:28	5	1	0	6	0	0
ClusterID:29	8	8	0	0	0	0
ClusterID:30	91	106	3	174	47	0
ClusterID:31	1	0	0	0	0	0
ClusterID:32	148	662	0	0	4613	0
ClusterID:33	11	4	0	0	3	27
ClusterID:34	7	6	0	0	0	0
ClusterID:35	3	2	0	0	0	0
ClusterID:36	126	661	0	0	3403	0
ClusterID:37	25	35	1	0	55	96
ClusterID:38	15	10	3	0	8	32
ClusterID:39	158	2253	0	0	8684	0
ClusterID:40	85	412	0	0	698	0
ClusterID:41	81	252	1	8	762	0
ClusterID:42	12	9	0	0	21	0
ClusterID:43	1	0	0	0	0	0
ClusterID:44	16	19	0	0	0	0
ClusterID:45	12	11	0	0	0	0
ClusterID:46	2	1	0	0	0	0
ClusterID:47	9	8	0	0	0	0
ClusterID:48	1	0	0	0	0	0
ClusterID:49	5	4	0	0	0	0
ClusterID:50	2	1	0	0	0	0
ClusterID:51	33	37	0	0	107	132
ClusterID:52	197	500	0	0	14196	0
ClusterID:53	98	253	0	0	3339	0
ClusterID:54	61	37	0	379	54	259
ClusterID:55	99	77	3	0	584	929
ClusterID:56	21	17	0	0	1	6
ClusterID:57	6	5	0	0	0	0
ClusterID:58	79	251	0	3	944	0
ClusterID:59	14	13	0	0	71	0
ClusterID:60	6	3	0	3	0	0
ClusterID:61	44	64	4	4	221	0
ClusterID:62	89	134	0	0	397	785
ClusterID:63	30	34	0	12	156	0
ClusterID:64	23	40	1	0	49	0
