	Size	BioGRID_interactions.07-11-2022	KEGG_drugs.09-11-2022	MoNDO_diseases.07-11-2022	Reactome_pathways.07-11-2022	Recon3D_metabolites.07-11-2022
ClusterID:1	6	5	0	0	0	0
ClusterID:2	3	2	0	0	0	0
ClusterID:3	13	12	0	0	1	0
ClusterID:4	58	24	0	0	1326	0
ClusterID:5	2	1	0	0	0	0
ClusterID:6	4	1	3	0	6	0
ClusterID:7	6	5	0	0	0	0
ClusterID:8	6	5	0	3	0	0
ClusterID:9	47	83	0	0	360	0
ClusterID:10	2	1	0	0	0	0
ClusterID:11	5	4	0	0	0	0
ClusterID:12	4	4	0	0	0	0
ClusterID:13	79	36	0	0	826	643
ClusterID:14	1	0	0	0	0	0
ClusterID:15	1	0	0	0	0	0
ClusterID:16	1	0	0	0	0	0
ClusterID:17	1	0	0	0	0	0
ClusterID:18	1	0	0	0	0	0
ClusterID:19	111	1847	0	0	170	0
ClusterID:20	112	655	0	0	4645	0
ClusterID:21	66	80	3	0	806	28
ClusterID:22	8	15	0	0	0	0
ClusterID:23	5	4	0	0	0	0
ClusterID:24	27	11	0	0	46	147
ClusterID:25	4	5	0	0	3	0
ClusterID:26	21	59	0	0	14	0
ClusterID:27	344	3318	0	8	16450	0
ClusterID:28	83	53	0	0	2710	0
ClusterID:29	26	18	0	0	276	0
ClusterID:30	65	357	0	0	394	0
ClusterID:31	1	0	0	0	0	0
ClusterID:32	121	1472	0	0	4219	0
ClusterID:33	14	51	0	0	12	0
ClusterID:34	46	216	0	15	10	0
ClusterID:35	5	4	0	0	0	0
ClusterID:36	125	2956	0	0	52	0
ClusterID:37	1	0	0	0	0	0
ClusterID:38	4	1	0	3	0	0
ClusterID:39	56	265	0	0	267	0
ClusterID:40	42	218	0	0	4	0
ClusterID:41	48	217	0	0	0	0
ClusterID:42	73	313	1	0	929	0
ClusterID:43	5	1	0	6	0	0
ClusterID:44	20	16	0	0	1	6
ClusterID:45	73	80	3	168	47	0
ClusterID:46	6	11	0	0	0	0
ClusterID:47	1	0	0	0	0	0
ClusterID:48	1	0	0	0	0	0
ClusterID:49	2	0	0	0	1	0
ClusterID:50	18	47	1	0	3	0
ClusterID:51	43	104	0	0	545	0
ClusterID:52	138	607	0	0	4578	0
ClusterID:53	6	10	0	0	0	0
ClusterID:54	10	10	0	0	0	0
ClusterID:55	4	4	0	0	0	0
ClusterID:56	21	27	0	0	39	42
ClusterID:57	1	0	0	0	0	0
ClusterID:58	92	611	0	0	2641	0
ClusterID:59	149	1967	0	0	7863	0
ClusterID:60	7	6	0	0	0	0
ClusterID:61	83	225	0	0	948	0
ClusterID:62	24	10	1	11	46	0
ClusterID:63	18	42	0	0	19	0
ClusterID:64	8	13	0	0	6	0
ClusterID:65	1	0	0	0	0	0
ClusterID:66	2	1	0	0	0	0
ClusterID:67	132	471	0	0	4851	0
ClusterID:68	162	612	0	0	7260	0
ClusterID:69	9	18	0	0	0	0
ClusterID:70	23	58	0	0	0	0
ClusterID:71	26	39	1	0	48	0
ClusterID:72	2	1	0	0	0	0
ClusterID:73	2	1	0	0	0	0
ClusterID:74	3	3	0	0	0	0
ClusterID:75	93	244	0	0	3076	0
ClusterID:76	20	29	0	1	66	0
ClusterID:77	36	29	0	378	3	0
ClusterID:78	81	289	0	3	914	0
ClusterID:79	32	36	0	12	156	0
ClusterID:80	2	1	0	0	0	0
ClusterID:81	38	203	0	0	248	0
ClusterID:82	9	11	4	1	6	0
ClusterID:83	13	37	0	0	1	0
ClusterID:84	14	28	0	7	10	0
ClusterID:85	9	22	0	0	0	0
ClusterID:86	42	121	10	0	48	3
ClusterID:87	9	11	0	0	0	0
ClusterID:88	2	1	0	0	0	0
ClusterID:89	4	2	0	0	1	0
ClusterID:90	24	38	0	0	105	0
ClusterID:91	133	964	0	0	3494	0
ClusterID:92	3	2	0	0	0	0
ClusterID:93	1	0	0	0	0	0
ClusterID:94	34	114	0	0	3	0
ClusterID:95	40	122	0	0	4	0
ClusterID:96	225	377	0	1	15257	0
ClusterID:97	9	9	0	0	0	0
ClusterID:98	16	16	0	0	0	0
ClusterID:99	4	3	0	0	0	0
ClusterID:100	9	14	0	0	17	0
ClusterID:101	16	13	0	0	52	0
ClusterID:102	78	67	0	1	786	1071
ClusterID:103	5	7	0	0	0	0
ClusterID:104	1	0	0	0	0	0
ClusterID:105	57	151	0	0	559	0
ClusterID:106	41	178	0	0	435	0
ClusterID:107	388	797	0	0	52003	0
ClusterID:108	64	165	0	0	952	0
ClusterID:109	23	13	0	0	60	94
ClusterID:110	31	85	0	0	0	0
ClusterID:111	37	93	0	1	390	0
ClusterID:112	7	7	0	0	0	0
ClusterID:113	8	8	0	0	0	0
ClusterID:114	6	5	0	0	0	0
ClusterID:115	5	5	0	3	6	0
ClusterID:116	8	7	0	0	1	0
ClusterID:117	93	112	0	0	3081	0
ClusterID:118	3	2	0	0	1	0
ClusterID:119	5	4	0	0	0	0
ClusterID:120	21	12	0	0	24	28
ClusterID:121	20	13	3	0	70	15
ClusterID:122	13	13	0	0	0	0
ClusterID:123	77	931	0	0	270	0
ClusterID:124	7	11	0	0	0	0
ClusterID:125	3	2	0	0	0	0
ClusterID:126	3	2	0	0	0	0
ClusterID:127	1	0	0	0	0	0
ClusterID:128	33	44	0	0	2	0
ClusterID:129	3	2	0	0	1	0
ClusterID:130	3	0	0	0	3	0
ClusterID:131	5	5	0	0	0	0
ClusterID:132	75	79	0	0	620	993
ClusterID:133	13	15	0	0	29	0
ClusterID:134	17	9	0	0	66	0
ClusterID:135	1	0	0	0	0	0
ClusterID:136	74	89	0	0	807	198
ClusterID:137	92	533	0	0	310	0
ClusterID:138	12	11	0	0	0	0
ClusterID:139	7	6	0	0	0	0
ClusterID:140	21	13	0	0	69	0
ClusterID:141	17	32	3	0	15	0
ClusterID:142	9	8	0	0	0	0
ClusterID:143	6	3	0	0	1	0
ClusterID:144	5	4	0	0	0	0
ClusterID:145	2	1	0	0	0	0
ClusterID:146	22	43	0	0	1	0
ClusterID:147	39	46	0	0	99	142
ClusterID:148	52	35	0	10	669	0
ClusterID:149	49	116	1	0	158	0
ClusterID:150	70	69	0	0	0	0
ClusterID:151	7	8	0	0	1	0
ClusterID:152	8	8	0	0	0	0
ClusterID:153	7	11	0	0	1	0
ClusterID:154	7	6	0	0	0	0
ClusterID:155	145	913	0	0	1	0
ClusterID:156	21	35	0	0	0	0
ClusterID:157	32	31	0	0	0	0
ClusterID:158	10	10	0	0	13	0
ClusterID:159	11	10	0	0	0	0
ClusterID:160	22	105	0	0	55	0
ClusterID:161	2	1	0	0	0	0
ClusterID:162	33	52	0	1	107	0
ClusterID:163	46	70	4	0	390	0
ClusterID:164	31	45	0	0	351	0
ClusterID:165	5	4	6	0	6	6
ClusterID:166	17	42	0	0	1	0
ClusterID:167	53	345	0	1	124	0
ClusterID:168	12	12	0	0	1	0
ClusterID:169	8	7	0	0	0	0
ClusterID:170	1	0	0	0	0	0
ClusterID:171	56	98	6	0	109	0
ClusterID:172	42	42	0	0	0	0
ClusterID:173	6	3	0	3	0	0
ClusterID:174	12	7	0	0	11	30
ClusterID:175	8	10	0	0	0	0
ClusterID:176	93	121	78	21	1632	0
ClusterID:177	2	1	0	0	0	0
ClusterID:178	23	86	0	0	0	0
ClusterID:179	3	2	0	0	0	0
ClusterID:180	1	0	0	0	0	0
ClusterID:181	2	1	0	0	0	0
ClusterID:182	31	99	0	0	21	0
ClusterID:183	10	12	0	0	1	0
ClusterID:184	48	61	1	0	38	190
ClusterID:185	31	23	0	0	90	0
ClusterID:186	9	19	0	0	1	0
ClusterID:187	34	39	0	0	48	101
ClusterID:188	4	4	0	0	0	0
ClusterID:189	30	58	0	0	196	0
ClusterID:190	4	3	0	0	0	0
ClusterID:191	12	11	0	0	0	0
ClusterID:192	9	8	0	0	0	0
ClusterID:193	45	382	0	0	120	0
ClusterID:194	10	17	0	1	2	0
ClusterID:195	2	1	0	0	0	0
ClusterID:196	20	19	0	0	0	0
ClusterID:197	57	261	0	0	143	0
ClusterID:198	2	1	0	0	1	0
ClusterID:199	47	282	0	0	291	0
ClusterID:200	46	43	0	0	317	370
ClusterID:201	21	113	0	0	0	0
ClusterID:202	166	297	3	35	3954	79
ClusterID:203	33	59	0	0	0	0
ClusterID:204	41	89	0	0	39	66
