	Size	BioGRID_interactions.07-11-2022	KEGG_drugs.09-11-2022	MoNDO_diseases.07-11-2022	Reactome_pathways.07-11-2022	Recon3D_metabolites.07-11-2022
ClusterID:1	3	2	0	0	0	0
ClusterID:2	3	3	0	0	0	0
ClusterID:3	16	72	0	0	66	0
ClusterID:4	34	58	0	0	325	0
ClusterID:5	6	5	0	0	0	0
ClusterID:6	9	2	0	0	28	0
ClusterID:7	15	2	0	0	55	54
ClusterID:8	1	0	0	0	0	0
ClusterID:9	1	0	0	0	0	0
ClusterID:10	1	0	0	0	0	0
ClusterID:11	1	0	0	0	0	0
ClusterID:12	1	0	0	0	0	0
ClusterID:13	1	0	0	0	0	0
ClusterID:14	1	0	0	0	0	0
ClusterID:15	36	178	0	0	496	0
ClusterID:16	30	26	0	68	12	0
ClusterID:17	8	12	1	1	1	0
ClusterID:18	10	6	0	0	11	10
ClusterID:19	57	198	0	0	1128	0
ClusterID:20	41	420	0	0	0	0
ClusterID:21	52	106	0	0	1011	0
ClusterID:22	4	3	0	0	1	3
ClusterID:23	25	106	0	0	61	0
ClusterID:24	82	268	0	0	2278	0
ClusterID:25	2	1	0	0	0	0
ClusterID:26	8	24	0	0	3	0
ClusterID:27	4	5	0	0	1	0
ClusterID:28	2	1	0	0	0	0
ClusterID:29	14	16	1	0	17	0
ClusterID:30	3	0	0	0	0	3
ClusterID:31	17	56	0	0	0	0
ClusterID:32	48	64	0	0	551	0
ClusterID:33	4	0	0	6	0	0
ClusterID:34	8	16	0	2	3	0
ClusterID:35	2	1	0	0	0	0
ClusterID:36	5	4	0	0	0	0
ClusterID:37	7	8	3	0	2	0
ClusterID:38	31	363	0	0	253	0
ClusterID:39	8	4	6	0	21	6
ClusterID:40	2	1	0	0	0	0
ClusterID:41	21	106	0	0	0	0
ClusterID:42	1	0	0	0	0	0
ClusterID:43	34	11	0	0	230	0
ClusterID:44	15	13	0	6	5	0
ClusterID:45	3	2	0	0	0	0
ClusterID:46	4	3	0	0	0	0
ClusterID:47	7	6	0	0	0	0
ClusterID:48	1	0	0	0	0	0
ClusterID:49	15	51	0	0	0	0
ClusterID:50	2	1	0	0	0	0
ClusterID:51	9	18	0	0	1	0
ClusterID:52	18	6	0	0	153	0
ClusterID:53	3	2	0	0	0	0
ClusterID:54	7	16	0	0	10	0
ClusterID:55	3	2	0	0	0	0
ClusterID:56	54	9	0	0	449	174
ClusterID:57	2	1	1	0	1	0
ClusterID:58	35	272	0	0	141	0
ClusterID:59	1	0	0	0	0	0
ClusterID:60	16	19	0	0	91	0
ClusterID:61	37	255	0	0	238	0
ClusterID:62	2	1	0	0	0	0
ClusterID:63	1	0	0	0	0	0
ClusterID:64	18	67	0	0	20	0
ClusterID:65	21	35	0	0	80	0
ClusterID:66	24	13	0	0	197	0
ClusterID:67	14	32	0	0	15	0
ClusterID:68	2	1	0	0	0	0
ClusterID:69	3	2	0	0	0	0
ClusterID:70	30	28	0	0	325	0
ClusterID:71	3	2	0	0	0	0
ClusterID:72	25	82	0	0	190	0
ClusterID:73	1	0	0	0	0	0
ClusterID:74	6	9	0	0	3	0
ClusterID:75	2	1	0	0	0	0
ClusterID:76	22	16	0	0	20	87
ClusterID:77	3	2	0	0	0	0
ClusterID:78	3	3	0	0	0	0
ClusterID:79	1	0	0	0	0	0
ClusterID:80	7	11	0	0	0	0
ClusterID:81	5	5	0	0	0	0
ClusterID:82	20	78	0	0	35	0
ClusterID:83	35	137	0	0	0	0
ClusterID:84	2	1	0	0	0	0
