	Size	BioGRID_interactions.07-11-2022	KEGG_drugs.09-11-2022	MoNDO_diseases.07-11-2022	Reactome_pathways.07-11-2022	Recon3D_metabolites.07-11-2022
ClusterID:1	12	11	0	0	0	0
ClusterID:2	32	71	21	0	24	0
ClusterID:3	442	13335	0	0	23821	0
ClusterID:4	152	2569	3	1	56	0
ClusterID:5	146	618	0	0	421	0
ClusterID:6	454	4473	0	8	17587	0
ClusterID:7	147	453	4	5	887	0
ClusterID:8	355	1055	78	0	7117	0
ClusterID:9	118	140	3	201	53	0
ClusterID:10	1	0	0	0	0	0
ClusterID:11	25	38	0	0	29	0
ClusterID:12	23	33	6	0	5	0
ClusterID:13	532	3652	0	1	41146	0
ClusterID:14	385	9861	3	1	13884	0
ClusterID:15	103	423	0	0	39	10
ClusterID:16	95	265	0	0	252	400
ClusterID:17	289	4148	0	2	2036	0
ClusterID:18	85	390	10	15	26	0
ClusterID:19	219	2584	0	4	247	0
ClusterID:20	66	159	6	6	362	0
ClusterID:21	48	221	0	1	231	0
ClusterID:22	212	1098	0	0	5454	0
ClusterID:23	51	57	10	0	666	0
ClusterID:24	97	376	1	0	483	0
ClusterID:25	74	66	0	0	469	0
ClusterID:26	107	117	9	1	374	1387
ClusterID:27	153	147	0	0	21	0
ClusterID:28	52	47	1	0	85	0
ClusterID:29	236	2212	0	0	5533	0
ClusterID:30	298	455	5	41	8215	1
ClusterID:31	46	45	0	0	0	0
ClusterID:32	172	205	7	0	1591	1689
ClusterID:33	1	0	0	0	0	0
ClusterID:34	37	115	0	0	78	0
ClusterID:35	175	328	7	2	1432	2498
ClusterID:36	341	3048	3	0	8326	0
ClusterID:37	209	717	36	16	2079	0
ClusterID:38	227	1197	0	1	5140	0
ClusterID:39	25	111	0	0	10	0
ClusterID:40	238	1229	0	0	389	0
ClusterID:41	11	17	0	0	10	10
ClusterID:42	246	608	4	2	4455	165
ClusterID:43	13	18	3	0	6	0
ClusterID:44	48	18	21	10	414	3
ClusterID:45	18	11	0	6	55	0
ClusterID:46	102	105	0	0	0	0
ClusterID:47	97	313	1	0	0	0
ClusterID:48	16	15	0	0	0	0
ClusterID:49	31	30	0	0	0	0
ClusterID:50	90	189	55	0	726	0
ClusterID:51	47	81	6	0	98	0
ClusterID:52	3	2	0	0	0	0
ClusterID:53	15	16	0	0	0	0
ClusterID:54	86	87	0	0	0	0
ClusterID:55	7	7	0	0	0	0
ClusterID:56	66	40	4	0	71	538
ClusterID:57	126	689	0	0	397	0
ClusterID:58	11	19	0	0	0	0
ClusterID:59	20	19	0	0	0	0
ClusterID:60	111	89	3	18	52	163
ClusterID:61	442	1072	10	276	9991	3077
ClusterID:62	128	325	0	17	1033	0
ClusterID:63	122	214	21	0	1208	0
ClusterID:64	4	3	0	0	0	0
ClusterID:65	43	57	1	0	0	0
ClusterID:66	31	63	10	0	15	0
ClusterID:67	15	25	1	0	1	0
ClusterID:68	95	152	0	0	171	298
ClusterID:69	237	248	0	0	0	0
ClusterID:70	165	220	39	990	735	0
ClusterID:71	12	12	0	1	0	0
ClusterID:72	12	16	0	0	4	0
ClusterID:73	58	181	3	1	15	0
ClusterID:74	60	57	0	0	28	0
ClusterID:75	6	5	0	0	0	0
ClusterID:76	32	38	0	0	0	0
ClusterID:77	64	155	0	2	185	0
ClusterID:78	117	123	7	0	242	2066
ClusterID:79	95	111	8	424	142	64
ClusterID:80	203	874	1	2	3659	0
ClusterID:81	27	52	1	0	6	0
ClusterID:82	117	648	0	0	157	0
ClusterID:83	10	7	1	3	2	0
ClusterID:84	402	3694	3	2	26404	0
ClusterID:85	34	36	0	0	6	0
ClusterID:86	70	165	1	0	18	0
ClusterID:87	79	62	0	0	1469	58
ClusterID:88	80	111	3	0	134	617
ClusterID:89	14	13	0	0	0	0
ClusterID:90	274	582	4	20	11127	1
ClusterID:91	68	68	0	0	0	0
ClusterID:92	122	461	1	0	392	1
ClusterID:93	13	12	0	0	0	0
ClusterID:94	16	19	0	0	0	0
ClusterID:95	287	9182	4	0	4473	79
ClusterID:96	30	59	0	0	1	0
ClusterID:97	82	68	78	12	211	981
ClusterID:98	5	4	0	0	0	0
ClusterID:99	7	6	0	0	0	0
ClusterID:100	31	68	1	0	1	0
ClusterID:101	612	4191	3	1	1823	1386
ClusterID:102	33	100	0	0	3	0
ClusterID:103	321	1750	2	274	4067	0
ClusterID:104	176	746	2	3	2434	0
ClusterID:105	404	750	18	9	34709	0
ClusterID:106	3	2	0	0	0	0
ClusterID:107	31	30	0	0	0	0
ClusterID:108	33	90	0	0	0	0
ClusterID:109	3	2	0	0	0	0
ClusterID:110	1	0	0	0	0	0
ClusterID:111	30	90	0	0	0	0
ClusterID:112	91	91	6	4	2018	0
ClusterID:113	13	22	0	3	6	0
ClusterID:114	25	26	0	0	0	0
ClusterID:115	4	3	0	0	0	0
ClusterID:116	6	4	0	3	3	0
ClusterID:117	2	1	0	0	0	0
ClusterID:118	8	10	3	0	3	0
ClusterID:119	21	9	1	0	70	78
ClusterID:120	470	1478	0	28	60382	0
ClusterID:121	26	21	6	0	62	0
ClusterID:122	84	183	1	1	596	0
ClusterID:123	11	21	0	0	0	0
ClusterID:124	168	953	0	0	0	0
ClusterID:125	203	167	7	130	545	826
ClusterID:126	41	114	0	0	3	0
ClusterID:127	24	38	0	3	3	0
ClusterID:128	177	120	128	16	4613	574
ClusterID:129	146	404	0	0	5906	0
ClusterID:130	13	25	0	0	1	0
ClusterID:131	10	7	0	3	0	0
ClusterID:132	139	164	45	1830	1141	45
ClusterID:133	15	21	0	0	0	0
ClusterID:134	49	182	0	0	0	0
ClusterID:135	19	19	0	0	0	0
ClusterID:136	161	1469	0	0	3341	0
ClusterID:137	1	0	0	0	0	0
ClusterID:138	14	13	0	0	0	0
ClusterID:139	22	26	1	0	20	0
ClusterID:140	7	6	0	0	0	0
ClusterID:141	33	57	0	0	19	0
ClusterID:142	36	39	0	0	1	0
ClusterID:143	5	4	0	0	0	0
ClusterID:144	131	142	91	5	1732	0
ClusterID:145	105	113	1	19	1236	0
ClusterID:146	14	13	0	0	0	0
ClusterID:147	34	36	0	0	22	0
ClusterID:148	23	24	0	0	0	0
ClusterID:149	184	739	0	0	5478	15
ClusterID:150	70	70	0	0	0	0
ClusterID:151	10	12	0	0	0	0
ClusterID:152	9	11	0	0	2	0
ClusterID:153	286	2180	6	0	132	39
ClusterID:154	83	147	6	0	542	0
ClusterID:155	18	18	0	0	0	0
ClusterID:156	46	32	6	0	81	0
ClusterID:157	30	13	0	0	53	175
ClusterID:158	271	299	28	1	26825	45
ClusterID:159	19	22	0	0	15	0
ClusterID:160	1	0	0	0	0	0
ClusterID:161	28	59	0	0	10	0
ClusterID:162	165	214	1	952	679	26
ClusterID:163	344	4437	0	127	6534	2938
ClusterID:164	56	35	2	2	75	398
ClusterID:165	35	25	13	46	14	0
ClusterID:166	22	21	0	0	0	0
ClusterID:167	92	91	3	1	451	502
ClusterID:168	47	55	1	0	76	0
ClusterID:169	15	24	0	0	1	0
ClusterID:170	24	10	1	3	74	71
ClusterID:171	32	47	0	0	44	0
ClusterID:172	93	205	0	3	157	0
ClusterID:173	23	35	0	0	10	0
ClusterID:174	184	220	1	146	1252	1371
ClusterID:175	93	135	4	496	285	0
ClusterID:176	32	160	0	0	0	0
ClusterID:177	241	384	0	0	13701	0
ClusterID:178	1	0	0	0	0	0
ClusterID:179	8	3	0	6	0	0
ClusterID:180	18	15	10	0	10	0
ClusterID:181	23	72	0	0	0	0
ClusterID:182	14	11	10	0	36	0
ClusterID:183	98	57	1	4	274	652
ClusterID:184	93	97	4	19	238	427
ClusterID:185	50	52	0	1	6	0
ClusterID:186	5	6	0	0	0	0
ClusterID:187	4	3	0	0	0	0
