#ClustnSee analysis export
ClusterID:1||
26103

ClusterID:2||
341947
130752
26301
645740
201288
23430
8781
2679
8041
344967
100287639
286297
386757
102724197
199974
387775
26062
6006
3772941
83697
9154
7173
886834
57829
45424697
158833
885614
886174
888042
84560
45426589
45425525
2570
885903
45425449
45425418
1254294
1253480
45424103
1254395
4961494
119548
619189
5185061
45427842
45025512
100131187
83881
45425849
45426882
45425328
45427234
165679
45427363
3644711
886997
885724
45425388
885357
3770
257202
6578
100526794
646480
199699
2703361
985151
886402
347732
142827
45426418
885959
57818
949101
45427913
27189
45426435
219970
203190
284266
375318
887871
100861540
107080638
886176
4320
619373
887988
886865
45426218
45425254
606495
886985
886980
29802
83875
5067
728255
45427879
100913187
3787
11027
1360
2015
122665
45424262
886604
886241
45426242
3809
2528
81033
5185057
45427914
45425252
886981
7292
100533105
120227
155971
192134
2880
390243
728224
1489679
885767
100526773
503841
22917
1486086
219855
886603
885905
163404
1489669
100289462
157855
886684
613211
51052
3077551
1489680
10786
888180
886853
100129543
1487017
888860
5126
284525
911
1489674
90226
886232
9037
886624
886358
100133267
222545
886700
887373
45424261
886300
888777
886418
43740573
1489673
9424
343169
3707572
886209
45025515
45025501
245927
888559
885638
885594
2527
3077456
956528
3636229
101060233
346525
43740578
944566
448835
3077471
6534
337977
3077485
219959
11254
3077459
3077487
3077462
3077475
11245
60598
54207
3077560
387748
389090
348932
81697
45427849
390441
6579
148213
80274
3077455
392376
3077425
109703458
286362
26496
3077561
390067
6538
156110
353091
93978
386685
1907
390066
10798
339488
643418
347468
81472
45424900
888479
3077508
956533
43740572
81872
337975
59340
6332
3077513
392392
254973
3077526
3077457
219965
3077497
956534
256148
110599583
887215
885717
3077519
58510
728299
392390
390154
2854
1489668
3077511
285852
956529
643803
100533177
122748
100996758
888085
885939
319100
3077484
5030
3077466
1489670
100861532
2853
26740
219982
390201
200959
888192
887229
3077442
1260
10864
100528032
219968
390191
441670
3077432
442185
986892
84671
390168
81442
135924
3077474
390063
403239
1489678
3077489
8111
3626
11280
3077490
13229473
1960
956532
5656523
3077531
142910
3077445
3077537
43740570
100131539
3077472
83999
50832
79310
3077419
126370
3077522
2828
135941
390142
3077417
121275
13229470
3077572
4992
286365
50834
3077553
3077486
138881
245932
390271
3077443
119749
100132386
390081
6694
1572
81696
646627
3077435
3077500
79317
441864
121130
128368
3802042
390054
3077429
84658
391109
100653049
26707
155908
150159
3077464
26693
79470
81341
391107
3077574
219875
3077431
403277
26219
3077529
