	Size	BioGRID_interactions.07-11-2022	KEGG_drugs.09-11-2022	MoNDO_diseases.07-11-2022	Reactome_pathways.07-11-2022	Recon3D_metabolites.07-11-2022
ClusterID:1	4	5	0	0	0	0
ClusterID:2	33	46	0	0	325	0
ClusterID:3	2	1	0	0	0	0
ClusterID:4	1	0	0	0	0	0
ClusterID:5	1	0	0	0	0	0
ClusterID:6	1	0	0	0	0	0
ClusterID:7	1	0	0	0	0	0
ClusterID:8	1	0	0	0	0	0
ClusterID:9	1	0	0	0	0	0
ClusterID:10	1	0	0	0	0	0
ClusterID:11	49	52	0	0	903	0
ClusterID:12	22	20	0	0	109	0
ClusterID:13	54	1029	0	0	19	0
ClusterID:14	28	131	0	0	253	0
ClusterID:15	29	21	0	68	9	0
ClusterID:16	17	24	0	0	71	0
ClusterID:17	8	12	1	1	1	0
ClusterID:18	10	6	0	0	11	10
ClusterID:19	56	197	0	0	1081	0
ClusterID:20	32	262	0	0	0	0
ClusterID:21	29	168	0	0	168	0
ClusterID:22	4	3	0	0	1	3
ClusterID:23	24	92	0	0	55	0
ClusterID:24	6	12	0	0	0	0
ClusterID:25	10	10	3	0	13	0
ClusterID:26	79	261	0	0	2145	0
ClusterID:27	2	1	0	0	0	0
ClusterID:28	5	9	0	0	3	0
ClusterID:29	2	1	0	0	0	0
ClusterID:30	3	2	0	0	0	0
ClusterID:31	14	16	1	0	17	0
ClusterID:32	21	6	0	0	107	0
ClusterID:33	1	0	0	0	0	0
ClusterID:34	3	1	0	0	0	1
ClusterID:35	17	56	0	0	1	0
ClusterID:36	2	1	0	0	0	0
ClusterID:37	33	52	0	0	388	0
ClusterID:38	4	0	0	6	0	0
ClusterID:39	7	14	0	2	3	0
ClusterID:40	7	10	0	1	1	0
ClusterID:41	2	1	0	0	0	0
ClusterID:42	2	1	0	0	0	0
ClusterID:43	36	273	0	0	136	0
ClusterID:44	5	4	0	0	0	0
ClusterID:45	2	1	0	0	0	0
ClusterID:46	5	6	1	0	1	0
ClusterID:47	7	8	3	0	2	0
ClusterID:48	21	106	0	0	0	0
ClusterID:49	1	0	0	0	0	0
ClusterID:50	2	1	0	0	0	0
ClusterID:51	28	11	0	0	202	0
ClusterID:52	1	0	0	0	0	0
ClusterID:53	14	12	0	6	4	0
ClusterID:54	3	2	0	0	0	0
ClusterID:55	5	4	0	0	0	0
ClusterID:56	7	6	0	0	0	0
ClusterID:57	14	44	0	0	0	0
ClusterID:58	2	1	0	0	0	0
ClusterID:59	8	17	0	0	0	0
ClusterID:60	4	6	0	0	1	0
ClusterID:61	1	0	0	0	0	0
ClusterID:62	19	13	0	0	87	0
ClusterID:63	3	2	0	0	0	0
ClusterID:64	3	2	0	0	0	0
ClusterID:65	8	21	0	0	21	0
ClusterID:66	3	2	0	0	0	0
ClusterID:67	50	14	0	0	381	153
ClusterID:68	1	0	0	0	0	0
ClusterID:69	2	1	1	0	1	0
ClusterID:70	35	272	0	0	141	0
ClusterID:71	1	0	0	0	0	0
ClusterID:72	34	253	0	0	195	0
ClusterID:73	2	1	0	0	0	0
ClusterID:74	4	3	0	0	0	0
ClusterID:75	2	1	0	0	0	0
ClusterID:76	22	37	0	0	112	0
ClusterID:77	4	5	0	0	0	0
ClusterID:78	34	98	1	0	1	3
ClusterID:79	27	16	0	0	222	0
ClusterID:80	1	0	0	0	0	0
ClusterID:81	2	1	0	0	0	0
ClusterID:82	3	2	0	0	0	0
ClusterID:83	6	5	0	1	0	0
ClusterID:84	3	2	0	0	0	0
ClusterID:85	30	28	0	0	325	0
ClusterID:86	21	57	0	0	153	0
ClusterID:87	1	0	0	0	0	0
ClusterID:88	2	1	0	0	0	0
ClusterID:89	3	2	0	0	0	0
ClusterID:90	2	1	0	0	0	0
ClusterID:91	19	10	0	0	17	77
ClusterID:92	4	6	0	0	0	0
ClusterID:93	1	0	0	0	0	0
ClusterID:94	5	5	0	0	0	0
ClusterID:95	4	4	0	0	0	0
ClusterID:96	3	2	0	0	1	0
ClusterID:97	2	1	0	0	0	0
