	Size	BioGRID_interactions.07-11-2022	KEGG_drugs.09-11-2022	MoNDO_diseases.07-11-2022	Reactome_pathways.07-11-2022	Recon3D_metabolites.07-11-2022
ClusterID:1	2	1	0	0	0	0
ClusterID:2	18	17	0	0	117	0
ClusterID:3	3	2	0	0	0	0
ClusterID:4	31	35	0	0	300	0
ClusterID:5	11	5	0	0	55	0
ClusterID:6	1	0	0	0	0	0
ClusterID:7	1	0	0	0	0	0
ClusterID:8	2	1	0	0	0	0
ClusterID:9	1	0	0	0	0	0
ClusterID:10	1	0	0	0	0	0
ClusterID:11	1	0	0	0	0	0
ClusterID:12	1	0	0	0	0	0
ClusterID:13	2	1	0	0	0	0
ClusterID:14	49	52	0	0	870	0
ClusterID:15	11	40	0	0	6	0
ClusterID:16	14	2	0	0	50	0
ClusterID:17	1	0	0	0	0	0
ClusterID:18	54	1039	0	0	20	0
ClusterID:19	26	109	0	0	231	0
ClusterID:20	19	23	0	0	93	0
ClusterID:21	29	21	0	68	9	0
ClusterID:22	8	12	1	1	1	0
ClusterID:23	10	0	0	0	36	1
ClusterID:24	10	6	0	0	11	10
ClusterID:25	55	192	0	0	1035	0
ClusterID:26	10	20	0	0	45	0
ClusterID:27	18	34	0	0	30	0
ClusterID:28	26	157	0	0	157	0
ClusterID:29	5	6	0	0	0	0
ClusterID:30	23	84	0	0	55	0
ClusterID:31	4	6	0	0	0	0
ClusterID:32	12	10	3	0	24	0
ClusterID:33	77	241	0	0	2080	0
ClusterID:34	2	1	0	0	0	0
ClusterID:35	2	1	0	0	0	0
ClusterID:36	2	1	0	0	0	0
ClusterID:37	12	11	1	0	15	0
ClusterID:38	21	6	0	0	107	0
ClusterID:39	3	1	0	0	0	1
ClusterID:40	15	49	0	0	1	0
ClusterID:41	2	1	0	0	0	0
ClusterID:42	33	54	0	0	368	0
ClusterID:43	4	0	0	6	0	0
ClusterID:44	11	20	0	2	3	0
ClusterID:45	5	7	0	1	1	0
ClusterID:46	3	2	0	0	0	0
ClusterID:47	1	0	0	0	0	0
ClusterID:48	5	4	0	0	0	0
ClusterID:49	5	6	1	0	1	0
ClusterID:50	6	6	3	0	2	0
ClusterID:51	3	3	0	0	0	0
ClusterID:52	23	110	0	0	5	0
ClusterID:53	1	0	0	0	0	0
ClusterID:54	2	1	0	0	0	0
ClusterID:55	5	3	0	1	0	0
ClusterID:56	3	3	0	0	0	0
ClusterID:57	28	11	0	0	202	0
ClusterID:58	2	1	0	0	0	0
ClusterID:59	2	1	0	0	0	0
ClusterID:60	3	2	0	0	0	0
ClusterID:61	6	5	0	0	0	0
ClusterID:62	2	1	0	0	0	0
ClusterID:63	19	6	0	0	171	0
ClusterID:64	1	0	0	0	0	0
ClusterID:65	17	13	0	0	80	0
ClusterID:66	31	134	0	0	76	0
ClusterID:67	3	2	0	0	0	0
ClusterID:68	1	0	0	0	0	0
ClusterID:69	3	2	0	0	0	0
ClusterID:70	12	39	0	0	55	0
ClusterID:71	3	2	0	0	0	0
ClusterID:72	1	0	0	0	0	0
ClusterID:73	2	1	1	0	1	0
ClusterID:74	32	201	0	0	135	0
ClusterID:75	1	0	0	0	0	0
ClusterID:76	9	7	0	0	21	0
ClusterID:77	34	238	0	0	176	0
ClusterID:78	5	5	0	0	0	0
ClusterID:79	6	2	0	0	15	0
ClusterID:80	2	1	0	0	0	0
ClusterID:81	8	15	0	0	0	0
ClusterID:82	5	7	0	0	0	0
ClusterID:83	14	46	0	15	11	0
ClusterID:84	1	0	0	0	0	0
ClusterID:85	5	7	0	0	0	0
ClusterID:86	21	10	0	0	193	0
ClusterID:87	11	33	0	0	21	0
ClusterID:88	2	1	0	0	0	0
ClusterID:89	5	3	0	1	0	0
ClusterID:90	3	2	0	0	0	0
ClusterID:91	30	28	0	0	325	0
ClusterID:92	17	27	0	0	91	0
ClusterID:93	2	1	0	0	0	0
ClusterID:94	4	3	0	0	0	0
ClusterID:95	16	12	0	0	10	71
ClusterID:96	3	2	0	0	0	0
ClusterID:97	3	3	0	0	0	0
ClusterID:98	10	12	0	0	12	0
ClusterID:99	5	5	0	0	0	0
ClusterID:100	2	1	0	0	1	0
ClusterID:101	20	32	0	0	40	0
ClusterID:102	19	45	0	0	1	0
ClusterID:103	2	1	0	0	0	0
ClusterID:104	27	13	0	0	307	0
ClusterID:105	6	3	3	0	2	9
ClusterID:106	6	5	0	11	1	1
ClusterID:107	4	3	0	3	3	3
ClusterID:108	10	3	0	0	9	30
ClusterID:109	2	1	0	0	0	0
ClusterID:110	2	1	0	0	0	0
ClusterID:111	5	7	0	0	0	0
ClusterID:112	2	1	0	0	0	0
ClusterID:113	1	0	0	0	0	0
ClusterID:114	55	55	3	137	23	0
ClusterID:115	1	0	0	0	0	0
ClusterID:116	4	4	0	0	0	0
ClusterID:117	1	0	0	0	0	0
ClusterID:118	5	5	0	0	1	0
ClusterID:119	1	0	0	0	0	0
ClusterID:120	1	0	0	0	0	0
ClusterID:121	9	15	0	0	10	0
ClusterID:122	28	105	36	0	68	0
ClusterID:123	2	1	0	0	0	0
ClusterID:124	2	1	0	0	0	0
ClusterID:125	4	4	0	0	0	0
ClusterID:126	1	0	0	0	0	0
ClusterID:127	8	12	1	0	1	0
ClusterID:128	2	1	0	0	0	0
ClusterID:129	35	43	0	0	465	0
ClusterID:130	1	0	0	0	0	0
ClusterID:131	14	0	0	0	77	0
ClusterID:132	26	77	0	0	36	0
ClusterID:133	1	0	0	0	0	0
ClusterID:134	2	1	0	0	0	0
ClusterID:135	10	18	0	0	6	10
ClusterID:136	8	14	0	0	10	0
ClusterID:137	30	11	0	0	279	139
ClusterID:138	14	17	0	0	36	0
ClusterID:139	36	16	0	0	353	105
ClusterID:140	4	4	0	0	0	0
ClusterID:141	3	3	0	0	0	0
ClusterID:142	11	25	0	0	6	0
ClusterID:143	8	6	0	0	6	0
ClusterID:144	7	9	0	0	1	0
ClusterID:145	3	2	0	0	0	0
ClusterID:146	5	4	0	0	0	0
ClusterID:147	6	12	0	0	10	0
ClusterID:148	4	3	0	0	1	0
ClusterID:149	33	195	0	0	15	0
ClusterID:150	7	12	0	0	1	0
ClusterID:151	3	2	0	0	0	0
ClusterID:152	2	1	0	0	0	0
ClusterID:153	32	282	0	0	78	0
ClusterID:154	6	5	0	0	0	0
ClusterID:155	1	0	0	0	0	0
ClusterID:156	6	5	0	0	0	0
ClusterID:157	7	6	0	0	1	0
ClusterID:158	2	1	0	0	0	0
ClusterID:159	1	0	0	0	0	0
ClusterID:160	1	0	0	0	0	0
ClusterID:161	10	4	0	0	15	21
ClusterID:162	3	2	0	0	0	0
ClusterID:163	15	46	0	0	0	0
ClusterID:164	8	8	0	0	1	0
ClusterID:165	2	1	0	0	0	0
ClusterID:166	9	7	0	0	24	28
ClusterID:167	8	14	0	0	0	0
ClusterID:168	4	3	0	0	0	0
ClusterID:169	1	0	0	0	0	0
ClusterID:170	7	12	0	0	0	0
ClusterID:171	1	0	0	0	0	0
ClusterID:172	6	4	0	0	10	0
ClusterID:173	4	3	0	0	0	0
ClusterID:174	14	22	1	0	17	46
ClusterID:175	1	0	0	0	0	0
ClusterID:176	2	1	0	0	0	0
ClusterID:177	5	5	0	0	0	0
ClusterID:178	1	0	0	0	0	0
ClusterID:179	3	2	0	0	0	0
ClusterID:180	10	6	0	0	35	0
ClusterID:181	3	2	0	0	0	0
ClusterID:182	4	3	0	0	0	0
ClusterID:183	1	0	0	0	0	0
ClusterID:184	2	1	0	0	0	0
ClusterID:185	5	0	1	6	3	0
ClusterID:186	4	3	0	0	0	0
ClusterID:187	1	0	0	0	0	0
ClusterID:188	12	6	0	15	2	1
ClusterID:189	2	1	0	0	0	0
ClusterID:190	23	8	0	0	231	0
ClusterID:191	35	44	3	0	68	0
ClusterID:192	3	2	0	0	0	0
ClusterID:193	5	4	0	0	1	0
ClusterID:194	3	3	0	0	0	0
ClusterID:195	2	1	0	0	0	0
ClusterID:196	2	1	0	0	0	0
ClusterID:197	2	1	0	0	0	0
ClusterID:198	4	3	0	0	0	0
ClusterID:199	24	99	0	0	97	0
ClusterID:200	4	3	0	0	0	0
ClusterID:201	37	61	0	0	334	0
ClusterID:202	4	4	0	0	0	0
ClusterID:203	23	14	0	0	158	0
ClusterID:204	32	50	0	0	61	0
ClusterID:205	25	57	0	0	136	0
ClusterID:206	3	2	0	0	0	0
ClusterID:207	9	15	0	0	9	0
ClusterID:208	18	33	0	0	18	0
ClusterID:209	3	2	0	0	0	0
ClusterID:210	33	25	0	0	211	0
