	Size	BioGRID_interactions.07-11-2022	KEGG_drugs.09-11-2022	MoNDO_diseases.07-11-2022	Reactome_pathways.07-11-2022	Recon3D_metabolites.07-11-2022
ClusterID:1	6	5	0	3	0	0
ClusterID:2	39	76	0	0	351	0
ClusterID:3	6	5	0	0	0	0
ClusterID:4	5	4	0	0	1	0
ClusterID:5	23	13	0	91	1	0
ClusterID:6	8	8	0	0	0	0
ClusterID:7	1	0	0	0	0	0
ClusterID:8	1	0	0	0	0	0
ClusterID:9	1	0	0	0	0	0
ClusterID:10	1	0	0	0	0	0
ClusterID:11	1	0	0	0	0	0
ClusterID:12	1	0	0	0	0	0
ClusterID:13	1	0	0	0	0	0
ClusterID:14	1	0	0	0	0	0
ClusterID:15	1	0	0	0	0	0
ClusterID:16	1	0	0	0	0	0
ClusterID:17	60	189	0	0	1486	0
ClusterID:18	53	196	0	0	60	0
ClusterID:19	111	1082	0	0	4117	0
ClusterID:20	49	48	0	93	12	0
ClusterID:21	8	12	1	1	1	0
ClusterID:22	13	12	0	0	11	12
ClusterID:23	69	287	0	0	1596	0
ClusterID:24	84	1298	0	0	116	0
ClusterID:25	30	107	0	0	66	0
ClusterID:26	93	340	0	0	3261	0
ClusterID:27	12	38	0	0	1	0
ClusterID:28	6	3	0	0	6	0
ClusterID:29	4	3	0	0	0	0
ClusterID:30	17	23	1	0	17	0
ClusterID:31	5	1	0	6	0	0
ClusterID:32	1	0	0	0	0	0
ClusterID:33	16	14	0	6	48	30
ClusterID:34	38	17	0	0	280	0
ClusterID:35	25	80	0	0	121	0
ClusterID:36	11	10	0	0	55	0
ClusterID:37	24	49	55	0	58	0
ClusterID:38	16	59	0	0	0	0
ClusterID:39	2	1	0	0	0	0
ClusterID:40	5	8	0	0	4	0
ClusterID:41	36	257	0	0	141	0
ClusterID:42	3	2	0	0	0	0
ClusterID:43	3	2	0	0	0	0
ClusterID:44	53	14	0	0	410	206
ClusterID:45	4	5	1	0	1	0
ClusterID:46	1	0	0	0	0	0
ClusterID:47	4	4	0	0	0	0
ClusterID:48	39	290	0	0	308	0
ClusterID:49	18	47	0	0	105	0
ClusterID:50	2	1	0	0	0	0
ClusterID:51	3	2	0	0	0	0
ClusterID:52	17	82	0	0	0	0
ClusterID:53	30	103	0	0	0	0
ClusterID:54	24	74	0	0	42	0
ClusterID:55	19	51	0	0	16	0
ClusterID:56	24	15	0	0	197	0
ClusterID:57	1	0	0	0	0	0
ClusterID:58	111	2039	0	0	16	0
ClusterID:59	1	0	0	0	0	0
ClusterID:60	11	20	0	0	2	0
ClusterID:61	6	5	0	0	0	0
ClusterID:62	12	11	0	0	2	0
ClusterID:63	2	1	0	0	0	0
ClusterID:64	6	3	0	0	6	0
ClusterID:65	7	5	3	0	2	9
ClusterID:66	7	6	0	11	1	1
ClusterID:67	8	1	0	0	7	21
ClusterID:68	38	21	0	1	269	253
ClusterID:69	60	761	0	0	96	0
ClusterID:70	56	54	3	137	23	0
ClusterID:71	6	10	0	0	1	0
ClusterID:72	46	95	0	0	266	0
ClusterID:73	1	0	0	0	0	0
ClusterID:74	59	48	0	0	802	263
ClusterID:75	42	124	36	0	214	0
ClusterID:76	6	2	0	0	6	6
ClusterID:77	118	439	0	0	3559	0
ClusterID:78	15	3	0	0	90	0
ClusterID:79	29	93	0	0	15	0
ClusterID:80	14	25	0	0	11	15
ClusterID:81	54	121	0	0	1176	1
ClusterID:82	16	46	0	0	105	0
ClusterID:83	1	0	0	0	0	0
