	Size	BioGRID_interactions.07-11-2022	KEGG_drugs.09-11-2022	MoNDO_diseases.07-11-2022	Reactome_pathways.07-11-2022	Recon3D_metabolites.07-11-2022
ClusterID:1	7	1	0	0	16	0
ClusterID:2	2	1	0	0	0	0
ClusterID:3	32	41	0	0	325	0
ClusterID:4	2	1	0	0	0	0
ClusterID:5	1	0	0	0	0	0
ClusterID:6	1	0	0	0	0	0
ClusterID:7	1	0	0	0	0	0
ClusterID:8	1	0	0	0	0	0
ClusterID:9	1	0	0	0	0	0
ClusterID:10	1	0	0	0	0	0
ClusterID:11	1	0	0	0	0	0
ClusterID:12	20	13	0	0	91	0
ClusterID:13	55	1088	0	0	21	0
ClusterID:14	40	166	0	0	666	0
ClusterID:15	29	21	0	68	9	0
ClusterID:16	9	14	1	1	1	0
ClusterID:17	10	6	0	0	11	10
ClusterID:18	57	198	0	0	1128	0
ClusterID:19	38	382	0	0	0	0
ClusterID:20	3	2	0	0	0	0
ClusterID:21	3	3	0	0	0	0
ClusterID:22	6	11	0	0	0	0
ClusterID:23	24	92	0	0	55	0
ClusterID:24	80	264	0	0	2145	0
ClusterID:25	2	1	0	0	0	0
ClusterID:26	7	18	0	0	3	0
ClusterID:27	3	3	0	0	1	0
ClusterID:28	2	1	0	0	0	0
ClusterID:29	17	33	0	0	0	0
ClusterID:30	14	16	1	0	17	0
ClusterID:31	3	1	0	0	0	1
ClusterID:32	16	54	0	0	1	0
ClusterID:33	2	1	0	0	0	0
ClusterID:34	4	0	0	6	0	0
ClusterID:35	8	16	0	2	3	0
ClusterID:36	6	8	0	1	1	0
ClusterID:37	2	1	0	0	0	0
ClusterID:38	5	6	0	0	1	0
ClusterID:39	5	6	1	0	1	0
ClusterID:40	7	8	3	0	2	0
ClusterID:41	2	1	0	0	0	0
ClusterID:42	21	106	0	0	0	0
ClusterID:43	1	0	0	0	0	0
ClusterID:44	3	2	0	0	0	0
ClusterID:45	36	11	0	0	243	0
ClusterID:46	13	11	0	6	4	0
ClusterID:47	3	2	0	0	0	0
ClusterID:48	6	5	0	0	0	0
ClusterID:49	7	6	0	0	0	0
ClusterID:50	2	1	0	0	0	0
ClusterID:51	8	17	0	0	0	0
ClusterID:52	4	6	0	0	1	0
ClusterID:53	19	6	0	0	171	0
ClusterID:54	19	13	0	0	87	0
ClusterID:55	2	1	0	0	0	0
ClusterID:56	32	136	0	0	76	0
ClusterID:57	4	5	0	0	0	0
ClusterID:58	3	2	0	0	0	0
ClusterID:59	8	20	0	0	15	0
ClusterID:60	3	2	0	0	0	0
ClusterID:61	50	14	0	0	396	153
ClusterID:62	3	3	1	0	1	0
ClusterID:63	34	269	0	0	141	0
ClusterID:64	1	0	0	0	0	0
ClusterID:65	4	3	0	0	0	0
ClusterID:66	36	255	0	0	236	0
ClusterID:67	2	1	0	0	0	0
ClusterID:68	4	3	0	0	0	0
ClusterID:69	5	5	0	0	0	0
ClusterID:70	14	45	0	15	13	0
ClusterID:71	14	15	0	0	64	0
ClusterID:72	14	24	0	0	31	0
ClusterID:73	3	3	0	0	0	0
ClusterID:74	25	15	0	0	217	0
ClusterID:75	13	36	0	0	21	0
ClusterID:76	1	0	0	0	0	0
ClusterID:77	2	1	0	0	0	0
ClusterID:78	3	2	0	0	1	0
ClusterID:79	5	3	0	1	0	0
ClusterID:80	1	0	0	0	0	0
ClusterID:81	3	2	0	0	0	0
ClusterID:82	30	28	0	0	325	0
ClusterID:83	3	2	0	0	0	0
ClusterID:84	19	35	0	0	120	0
ClusterID:85	1	0	0	0	0	0
ClusterID:86	4	3	0	0	0	0
ClusterID:87	2	1	0	0	0	0
ClusterID:88	21	14	0	0	20	87
ClusterID:89	3	2	0	0	0	0
ClusterID:90	6	14	0	0	0	0
ClusterID:91	3	2	0	0	0	0
ClusterID:92	6	7	0	0	1	3
ClusterID:93	6	9	0	0	0	0
ClusterID:94	5	5	0	0	0	0
ClusterID:95	2	1	0	0	0	0
ClusterID:96	19	33	0	0	1	0
ClusterID:97	2	1	0	0	0	0
ClusterID:98	7	5	3	0	2	9
ClusterID:99	6	5	0	11	1	1
ClusterID:100	4	3	0	3	3	3
ClusterID:101	2	1	0	0	0	0
ClusterID:102	4	4	0	0	0	0
ClusterID:103	53	48	3	137	22	0
ClusterID:104	1	0	0	0	0	0
ClusterID:105	2	1	0	0	0	0
ClusterID:106	10	16	0	0	10	0
ClusterID:107	29	114	36	0	68	0
ClusterID:108	2	1	0	0	0	0
ClusterID:109	2	1	0	0	0	0
ClusterID:110	4	4	0	0	0	0
ClusterID:111	1	0	0	0	0	0
ClusterID:112	4	5	0	0	0	0
ClusterID:113	2	1	0	0	0	0
ClusterID:114	13	1	0	0	66	0
ClusterID:115	37	38	0	0	465	0
ClusterID:116	3	2	0	0	0	0
ClusterID:117	25	75	0	0	36	0
ClusterID:118	1	0	0	0	0	0
ClusterID:119	11	21	0	0	6	10
ClusterID:120	9	20	0	0	36	0
ClusterID:121	31	13	0	0	279	139
ClusterID:122	20	31	0	0	45	0
ClusterID:123	56	538	0	0	3	0
ClusterID:124	2	1	0	0	0	0
ClusterID:125	9	20	0	0	6	0
ClusterID:126	11	11	0	0	10	1
ClusterID:127	9	14	0	0	1	0
ClusterID:128	7	6	0	0	1	0
ClusterID:129	2	1	0	0	0	0
ClusterID:130	3	2	0	0	0	0
ClusterID:131	5	4	0	0	0	0
ClusterID:132	7	13	0	0	12	0
ClusterID:133	4	3	0	0	1	0
ClusterID:134	32	191	0	0	15	0
ClusterID:135	1	0	0	0	0	0
ClusterID:136	2	1	0	0	0	0
ClusterID:137	23	8	0	0	231	0
ClusterID:138	33	305	0	0	91	0
ClusterID:139	3	2	0	0	0	0
ClusterID:140	2	1	0	0	0	0
ClusterID:141	1	0	0	0	0	0
ClusterID:142	1	0	0	0	0	0
ClusterID:143	3	2	0	0	0	0
ClusterID:144	11	5	0	0	15	21
ClusterID:145	4	3	0	0	1	0
ClusterID:146	17	51	0	0	0	0
ClusterID:147	10	11	0	0	0	0
ClusterID:148	10	10	0	0	24	28
ClusterID:149	3	2	0	0	0	0
ClusterID:150	1	0	0	0	0	0
ClusterID:151	1	0	0	0	0	0
ClusterID:152	6	7	0	0	0	0
ClusterID:153	3	2	0	0	0	0
ClusterID:154	21	48	1	0	3	0
ClusterID:155	16	24	1	0	17	46
ClusterID:156	2	1	0	0	0	0
ClusterID:157	3	2	0	0	0	0
ClusterID:158	2	1	0	0	0	0
ClusterID:159	2	1	0	0	0	0
ClusterID:160	5	5	0	0	0	0
ClusterID:161	1	0	0	0	0	0
ClusterID:162	3	2	0	0	0	0
ClusterID:163	3	2	0	0	0	0
ClusterID:164	2	0	0	1	0	0
ClusterID:165	2	1	0	0	0	0
ClusterID:166	1	0	0	0	0	0
ClusterID:167	11	10	0	0	28	0
ClusterID:168	3	2	0	0	0	0
ClusterID:169	3	2	0	0	0	0
ClusterID:170	2	1	0	0	0	0
ClusterID:171	35	146	0	0	0	0
ClusterID:172	2	1	0	0	0	0
ClusterID:173	5	0	1	6	3	0
ClusterID:174	5	6	1	0	1	0
ClusterID:175	42	334	0	0	341	0
ClusterID:176	12	6	0	15	2	1
ClusterID:177	15	73	0	0	41	0
ClusterID:178	2	1	0	0	0	0
ClusterID:179	2	1	0	0	0	0
ClusterID:180	4	3	0	0	0	0
ClusterID:181	3	2	0	0	0	0
ClusterID:182	2	1	0	0	0	0
ClusterID:183	1	0	0	0	0	0
ClusterID:184	36	58	0	0	334	0
ClusterID:185	3	2	0	0	0	0
ClusterID:186	5	5	0	0	1	0
ClusterID:187	25	20	0	0	177	0
ClusterID:188	29	67	0	0	177	0
ClusterID:189	5	4	0	0	0	0
ClusterID:190	8	13	0	0	9	0
ClusterID:191	14	40	0	0	22	0
ClusterID:192	3	2	0	0	0	0
ClusterID:193	4	3	0	0	0	0
ClusterID:194	35	25	0	0	220	0
ClusterID:195	2	1	0	0	0	0
ClusterID:196	51	445	0	0	7	0
ClusterID:197	11	18	0	0	1	0
ClusterID:198	1	0	0	0	0	0
ClusterID:199	33	34	0	0	232	215
ClusterID:200	23	107	0	0	2	0
ClusterID:201	12	10	6	0	8	30
ClusterID:202	4	3	0	0	0	0
ClusterID:203	3	2	0	0	1	0
ClusterID:204	41	111	1	0	1	3
ClusterID:205	77	438	0	0	1294	0
ClusterID:206	15	9	1	0	36	85
ClusterID:207	3	2	0	0	0	0
ClusterID:208	4	3	0	0	0	0
ClusterID:209	2	1	0	0	0	0
ClusterID:210	41	305	0	0	143	0
ClusterID:211	24	81	0	0	11	0
ClusterID:212	3	2	0	0	0	0
ClusterID:213	5	5	0	0	0	0
ClusterID:214	5	4	0	3	0	0
ClusterID:215	34	69	0	0	171	0
ClusterID:216	11	20	0	0	0	0
ClusterID:217	14	20	0	0	15	21
ClusterID:218	6	5	0	0	0	0
ClusterID:219	16	61	0	0	2	0
ClusterID:220	2	1	0	0	0	0
ClusterID:221	3	2	0	0	0	0
ClusterID:222	1	0	0	0	0	0
ClusterID:223	5	0	0	0	10	6
ClusterID:224	5	10	0	0	1	0
ClusterID:225	26	38	0	12	73	0
ClusterID:226	9	9	0	0	3	0
ClusterID:227	2	1	0	0	0	0
ClusterID:228	1	0	0	0	0	0
ClusterID:229	2	1	0	0	0	0
ClusterID:230	2	1	0	0	0	0
ClusterID:231	4	3	0	0	0	0
ClusterID:232	2	1	0	0	0	0
ClusterID:233	2	1	0	0	0	0
ClusterID:234	14	30	0	9	15	0
ClusterID:235	1	0	0	0	0	0
ClusterID:236	4	2	0	0	2	0
ClusterID:237	1	0	0	0	0	0
ClusterID:238	2	1	0	0	0	0
ClusterID:239	14	20	0	0	0	0
ClusterID:240	3	2	0	0	0	0
ClusterID:241	5	4	0	0	0	0
ClusterID:242	7	9	0	0	0	0
ClusterID:243	4	3	0	0	0	0
ClusterID:244	12	3	0	0	11	55
ClusterID:245	11	3	0	0	39	0
ClusterID:246	27	128	0	0	264	0
ClusterID:247	4	0	0	0	2	6
ClusterID:248	4	3	0	0	0	0
ClusterID:249	7	11	0	0	0	0
ClusterID:250	2	1	0	0	0	0
ClusterID:251	3	3	0	0	0	0
ClusterID:252	3	2	0	0	0	0
ClusterID:253	2	1	0	0	0	0
ClusterID:254	2	1	0	0	0	0
ClusterID:255	2	1	0	0	0	0
ClusterID:256	3	2	0	0	0	0
ClusterID:257	2	1	0	0	1	0
ClusterID:258	1	0	0	0	0	0
ClusterID:259	14	3	0	1	42	0
ClusterID:260	2	1	0	0	0	0
ClusterID:261	13	3	0	0	59	0
ClusterID:262	6	4	0	0	4	7
ClusterID:263	11	12	0	0	3	0
ClusterID:264	5	2	3	0	10	0
ClusterID:265	11	25	0	0	1	0
ClusterID:266	3	2	0	0	0	0
ClusterID:267	19	42	3	0	33	42
ClusterID:268	4	5	0	0	0	0
ClusterID:269	2	1	0	0	0	0
ClusterID:270	2	1	0	0	0	0
ClusterID:271	20	42	0	1	27	36
ClusterID:272	34	20	0	1	243	210
ClusterID:273	2	1	0	0	0	0
ClusterID:274	7	10	1	0	1	0
ClusterID:275	4	4	0	0	1	0
ClusterID:276	4	6	0	0	1	0
ClusterID:277	2	1	0	0	0	0
ClusterID:278	2	1	0	0	0	0
ClusterID:279	2	1	0	0	0	0
ClusterID:280	3	2	0	0	0	0
ClusterID:281	6	7	3	0	5	0
ClusterID:282	2	1	0	0	0	0
ClusterID:283	27	16	0	0	105	0
ClusterID:284	10	9	0	0	0	0
ClusterID:285	2	1	0	0	0	0
ClusterID:286	2	1	0	0	0	0
ClusterID:287	4	3	0	0	0	0
ClusterID:288	5	5	0	0	0	0
ClusterID:289	8	7	0	0	3	0
ClusterID:290	11	3	0	0	36	0
ClusterID:291	4	3	0	0	0	0
ClusterID:292	4	3	0	0	0	0
ClusterID:293	4	3	0	0	0	0
ClusterID:294	1	0	0	0	0	0
ClusterID:295	2	1	0	0	0	0
ClusterID:296	8	11	1	0	12	0
ClusterID:297	65	169	0	0	1038	0
ClusterID:298	20	20	0	0	77	0
ClusterID:299	25	150	0	0	112	0
ClusterID:300	24	91	0	0	6	0
ClusterID:301	5	3	1	0	3	1
ClusterID:302	1	0	0	0	0	0
ClusterID:303	3	3	0	0	0	0
ClusterID:304	30	71	0	0	36	0
ClusterID:305	9	14	0	0	1	0
ClusterID:306	3	2	0	0	0	0
ClusterID:307	5	4	0	0	0	0
ClusterID:308	17	33	0	0	18	33
ClusterID:309	3	2	0	0	0	0
ClusterID:310	4	3	0	0	0	0
ClusterID:311	18	102	0	0	10	0
ClusterID:312	1	0	0	0	0	0
ClusterID:313	5	2	0	0	6	0
ClusterID:314	23	22	0	0	0	0
ClusterID:315	2	1	0	0	0	0
ClusterID:316	6	5	0	0	0	0
ClusterID:317	8	26	0	0	0	0
ClusterID:318	10	17	0	0	10	0
ClusterID:319	3	2	0	0	1	0
ClusterID:320	14	28	0	0	10	0
ClusterID:321	6	6	0	0	0	0
ClusterID:322	6	5	0	0	0	0
ClusterID:323	3	2	0	0	0	0
ClusterID:324	2	1	0	0	1	0
ClusterID:325	13	32	0	0	0	0
ClusterID:326	2	1	0	0	0	0
ClusterID:327	15	34	0	0	0	0
ClusterID:328	32	116	0	0	0	0
ClusterID:329	4	4	0	0	0	0
ClusterID:330	3	2	0	0	0	0
ClusterID:331	2	1	1	0	1	0
ClusterID:332	4	3	0	0	0	0
ClusterID:333	2	1	0	0	0	0
ClusterID:334	5	4	0	0	0	0
ClusterID:335	4	3	0	0	0	0
ClusterID:336	11	25	0	0	2	0
ClusterID:337	6	10	0	0	0	0
ClusterID:338	5	4	0	0	0	0
ClusterID:339	4	3	0	0	0	0
ClusterID:340	22	12	0	0	122	0
ClusterID:341	15	32	0	0	66	0
ClusterID:342	8	8	0	0	0	0
ClusterID:343	14	13	0	0	1	0
ClusterID:344	5	4	0	0	0	0
ClusterID:345	40	175	0	0	465	0
ClusterID:346	12	11	0	0	28	0
ClusterID:347	1	0	0	0	0	0
ClusterID:348	4	4	0	0	1	0
ClusterID:349	1	0	0	0	0	0
ClusterID:350	7	6	0	0	0	0
ClusterID:351	3	3	0	0	0	0
ClusterID:352	2	1	0	0	0	0
ClusterID:353	4	3	0	0	0	0
ClusterID:354	23	12	0	0	190	0
ClusterID:355	1	0	0	0	0	0
ClusterID:356	30	58	0	0	339	0
ClusterID:357	7	9	0	0	1	0
ClusterID:358	17	23	0	15	59	0
ClusterID:359	11	0	0	0	55	0
ClusterID:360	3	2	0	0	0	0
ClusterID:361	6	5	0	0	0	0
ClusterID:362	2	1	0	0	0	0
ClusterID:363	4	3	0	0	0	0
ClusterID:364	4	1	0	0	6	0
ClusterID:365	7	16	0	0	10	0
ClusterID:366	5	4	0	0	0	0
ClusterID:367	12	27	0	0	15	0
ClusterID:368	4	3	0	0	0	0
ClusterID:369	3	2	0	0	0	0
ClusterID:370	1	0	0	0	0	0
ClusterID:371	7	6	0	3	12	0
ClusterID:372	7	6	0	0	1	0
ClusterID:373	4	4	3	0	3	0
ClusterID:374	8	1	0	0	21	0
ClusterID:375	22	3	0	1	9	190
ClusterID:376	1	0	0	0	0	0
ClusterID:377	9	9	6	1	23	0
ClusterID:378	21	7	0	0	124	30
ClusterID:379	39	508	0	0	47	0
ClusterID:380	7	6	0	3	0	0
ClusterID:381	4	3	0	0	0	0
ClusterID:382	6	5	0	0	0	0
ClusterID:383	3	2	0	0	0	0
ClusterID:384	3	2	0	0	0	0
ClusterID:385	64	96	0	0	322	600
ClusterID:386	2	1	0	0	1	0
ClusterID:387	2	1	0	0	0	0
