"","THBS1","RN7SK","FN1","RPPH1","PARP2","IGFBP5","SERPINE1","RMRP","MMRN1","EFEMP1","FTH1","ACTB","HSPG2","VWF","EEF1A1","VIM","MMP1","COX1","TGM2","BEST1","RN7SL3","ACTG1","COL1A2","COL6A1","GAPDH","SPARC","COX2","CCN2","MALAT1","PECAM1","CD59","TALAM1","VIM.AS1","COL6A2","ND4","COL4A2","FTL","ALDH1A1","COL4A1","CTSD","EEF2","ND5","TFPI","FLNA","APP","HMGA1","CAV1","COL8A1","APLN","MYH9","TPT1","KCTD12","TGFBI","SCUBE3","COX3","BGN","RPS2","MCAM","PKM","RELN","ANXA2","LGALS1","AHNAK","CYTB","TMSB4X","SOD2","IGFBP4","IL6ST","CCND1","S100A6","CAVIN1","SPTBN1","TIMP3","PLAT","WTAPP1","PLSCR4","COL18A1","RPL13A","ITGA5","FABP4","CD93","ENG","FLNB","APLP2","CLDN11","HHIP","LOX","CCND2","CDH5","CRIM1","TMSB10","JUP","PABPC1","IGFBP7","FLRT2","EPAS1","ENO1","RHOB","MSN","TGFBR2","PODXL","WARS1","DYSF","MT2A","PSAP","RPL3","RPLP0","TUBA1B","POSTN","PTX3","RPS3","GJA1","PRSS23","CCN1","LOXL2","FKBP1A","RPL15","TAGLN","ANPEP","LTBP2","PLXND1","ITGB4","ADAM15","RGS5","ND1","ECE1","CCDC80","PXDN","SRGN","CD44","LAMC1","FLT4","MME","ROBO4","CALR","NID1","ATP6","MARCKS","HSPA8","PPFIBP1","PALM2AKAP2","PROX1","RPS6","CLEC14A","ITM2B","RPL4","HSPA5","UTRN","RPS3A","MMP2","ANKRD1","CLU","MYH10","ITGA3","GNG11","MMP14","ITGB1","RPL10","STOM","FSTL1","ANGPT2","ARRB1","ND6","HSPB1","RACK1","TPM4","SEC14L1","NQO1","ND2","LMNA","RTN4","PDLIM1","PIEZO2","WWTR1","ITGA6","HSP90AB1","TIE1","SLC38A2","LAMA5","GNAI2","LAMA4","PLEC","RPS4X","DCBLD2","NRP2","CD34","RPSA","MAF","CLIC4","CAVIN2","NTN4","CXCL8","ADGRF5","SYNPO","MAP1B","KDR","CTSB_1","CTNNB1","MMRN2","LDLRAD2","FBN1","KRT7","MACF1","CALCRL","PKHD1L1","LAMB1","FSCN1","RPS8","HYAL2","LINC01235","TUBA1A","CFL1","NFIB","PFN1","ACTN1","AKAP12","COL5A1","RPL23","CD9","GASK1B","RPL5","ELK3","TIMP2","CYB5R3","DKK3","TXNRD1","RPL13","EEF1G","EPHB4","TLR4","MYL6","SCD","IFITM3","EMP1","SERPINE2","MAP4K4","LYVE1","ICAM1","PCSK7","TAGLN2","AKR1B1","ID1","ARHGAP29","ST6GAL1","GRN","HIF1A","NRP1","ANXA5","PPIA","GNS","EIF4G2","RPL12","HMOX1","EIF4B","GSN","RALGAPA2","EDN1","HDLBP","CALU","PTMA","SEMA6B","RPL9","RHOA","RPL32","FLNC","ABLIM1","NIBAN2","P4HB","VAT1","PRCP","HSP90B1","SGK1","MDM2","RPL37A","PROCR","NORAD","RNA45SN4","DPYSL2","TMEM30A","RPS14","CDKN1A","BCAT1","BACE2","RPL10A","RPL28","DAB2","EPHX1","TIMP1","RPL8","PTPRF","MYOF","TLN1","CD63","RPS16","PLOD2","ATP1A1","STC1","SPTAN1","SH3BGRL3","SHC1","YWHAZ","RPS23","CALD1","PLXNA2","NDRG1","JAK1","PCDH1","SNHG29","RHOC","MGP","EHD2","CAPN2","CCL2","ANXA1","PHACTR2","RPL18A","ANXA6","CD109","LASP1","MYL9","MARCKSL1","BMP6","STAB1","CDC25B","RPLP1","GNG12","SESN3","RGS3","TM4SF1","NT5E","RPS11","TCF4","ATP2B4","NUDT4","TKT","CLDN5","TGFB1","LTBP1","CALM1","MTUS1","TPI1","H1.5","ITGAV","RPL7","STAT1","NR2F2","RPL29","CNN3","F2R","ICAM2","GNAS","DEPP1","TINAGL1","DIPK2B","PRKAR1A","PDE2A","PDK4","LDB2","ADAMTS1","DYNC1H1","ADGRG6","MAP4","AXL","FBLIM1","IGFBP7.AS1","HSP90AA1","RBM3","RPL19","SULF2","SELENON","NEDD9","RPS7","NPM1","FZD4","PTPRB","PIEZO1","TPM1","LAMB2","COTL1","H1.2","SELENOP","TMEM123","SIRPA","CEMIP2","RPS20","RHOJ","SEPTIN9","HNRNPA1","JAG1","SSR3","CXCL1","FNDC3B","SLCO2A1","CNN2","FAM43A","PCBP2","RPS15A","ARHGDIB","S1PR1","RPL27A","RPS28","CPD","RPS13","CLTC","TNFRSF21","ACVRL1","MCTP1","TTYH3","ELK4","S100A16","SORBS2","DDR2","RNF213","EIF4G1","RAC2","NES","PGK1","WFS1","ITPRIP","RPS19","RPS6KA2","ESAM","PRXL2A","WDR1","RPL18","SLC38A1","SOX18","SLC44A2","MKNK2","TACC1","TCN2","IFI6","RPS12","RPS27A","TLL1","VASH1","IQGAP1","RPL14","PLK2","TPP1","ADAMTS18","LIMS1","RPL26","SEMA3F","MYO1C","PYGB","EHD4","NDST1","EFNA5","SEMA3A","KLF2","TNS1","SDCBP","RPL6","TSPAN18","PXN","FOSL2","LRRC32","GLUL","COL5A2","TFF3","MX1","HSPH1","QSOX1","PTPN14","VCL","RPS21","LOC112268430","ADAMTS9","SERPINH1","TRAM2","NOTCH1","PPP1R16B","GYPC","TNPO1","CSDE1","MOV10","HIPK2","TUBB4B","IL33","ALDH1A2","CDC42","PTMS","AHNAK2","RPL21","FRMD6","PLOD1","RAI14","GALNT1","SNORA73A","ND3","TM4SF18","SEPTIN2","VCP","ZFP36L1","NDRG4","RPL24","PLS3","ST6GALNAC3","B4GALT5","MPZL2","CKAP4","RNF144B","CALM3","EIF3E","ADGRL4","CHST15","ZC3H7B","PALM","AGRN","TPM3","PLPP3","NAP1L1","DDIT4","RGS4","IFITM2","PEA15","RCN1","STC2","BMPR2","YWHAQ","DNAJB4","ABI3BP","LAPTM5","PDGFB","FLT1","GPRC5B","ITGB3","RPL35A","DOCK9","MVP","ARHGDIA","RPL37","CSRP1","ADAM19","NFAT5","CGNL1","OAZ1","PTTG1IP","MCFD2","SDC3","TACSTD2","DST","TFPI2","ADD3","ALPK3","SOX4","PRR29","SLC40A1","JCAD","CTSB","HPCAL1","SASH1","AP1B1","AFAP1L1","EMCN","LRP5","WASF2","UBA1","EGFL7","RPS5","PDIA3","S100A10","CCDC152","PHLDA1","LAMP1","DCHS1","PGF","UBC","ESYT1","MICAL2","GANAB","FAM20A","SH2B3","IQSEC1","ITGA9","DUSP4","SEPTIN11","KLHL4","BSG","H3C2","LGALS3","H1.4","PTGFRN","NFE2L1","ZFP36L2","RPS26","ADGRG1","SLC25A3","PFKP","MYO10","MYL12B","ZMIZ1","EFNB2","ASAH1","FLI1","PAM","PTPRE","WNK1","HEG1","LAMP3","CEACAM1","ITGA1","SLC12A2","ENDOD1","THBD","TUBA1C","HNRNPK","RPL11","RPS24","ZMAT3","SNRK","MGAT5","KLF6","ACTR2","ENTPD1","KIF1C","MYCT1","TEK","SH3PXD2A","SEL1L3","GPX1","RPL34","DAP","LDHB","THSD4","GAS6","ACE","FGD5","CALM2","RALB","CAPNS1","ASS1","ATP5F1B","MAOA","DDX3X","CITED2","TSPAN14","SEC61A1","IGF2R","CTNNA1","FAM102A","ITPRID2","NF2","DOCK4","RAB11A","DBN1","NAV1","ARL6IP1","TXNIP","TUBB6","GIMAP6","RPL30","NR2F1","LIPA","BMP4","UBB","ND4L","DUSP6","GRB10","GDF15","RNF152","RALA","ASPH","SLC25A5","ERRFI1","KCNAB1","S100A11","YBX1","RGMB","RPL35","MYO5A","GDI2","IL32","ARL4A","RNASE1","RAN","F11R","CAP1","KDELR2","SCARB2","PGD","SLC9A3R2","GLCE","LOC102723566","KPNB1","ADAM9","H2BC12","PSMD2","STAT6","PPM1F","PDIA6","PLPP1","HNRNPA2B1","ERAP2","FAM107A","HTRA1","MYADM","ERG","LRRC75A","EIF3L","EDNRB","ARRDC3","CDC42EP3","CDH11","KRT19","EFCAB14","MAGED1","RAPGEF5","CCNI","NUAK1","GIMAP4","DDX5","MYL12A","FLOT2","PLVAP","NUCKS1","NOS3","ITPR3","ADIRF.AS1","NOTCH2","PPIB","FASN","SMURF2","DSTN","SLC19A1","EPS8","RDX","RPL31","COLGALT1","PFN2","MBNL1","DOCK6","OAS2","TSPAN5","KTN1","SCARA3","TMBIM6","NFIX","ALCAM","PDE4B","RPL36","HNRNPC","IPO5","TTC3","PTBP1","RASSF2","ARHGEF12","CDC42BPA","ITGA2","SLC35F6","CST3","NAMPT","FKBP10","ABL2","NCOR2","KPNA2","SH3GL1","KALRN","ESM1","RBMS2","NXN","TNS3","SMAD3","TJP2","SCRN1","FAT4","NNMT","MGLL","TMED2","NCL","FADS2","NONO","AGFG2","TUBB3","NFIA","CD151","PDIA4","CCDC50","CMIP","WSB1","HUWE1","ERMP1","SRRM2","SH3BP5","METTL7A","DPYSL3","BTF3","UACA","BCL2L1","NACA","EPHA2","PLAU","USP22","SET","PRNP","ERGIC1","SH3BGRL2","CD81","PVR","SERPINB9","MEGF6","MAGED2","PREX1","TNFRSF10B","TGOLN2","CDH13","SNTB2","ARPP19","ANGPTL4","UCHL1","H2BC4","CBX5","SMTN","MXRA7","ZBTB20","SEMA6A","DLG1","SYNM","ITGA11","FAM174B","PDLIM5","RPS15","EXOC6","PIK3C2B","SLC29A1","NUCB1","CORO1C","AIF1L","SELP","SDC4","TP53I11","PIK3C2A","AP2B1","SNORA73B","H2AC11","DIPK1B","LIFR","POLR2L","FOXO1","AP2M1","LIMS2","ATP5F1A","SELENOW","CTSC","TNFAIP8L3","DDX17","LARP1","IARS1","BCR","SHISA5","BMX","PRKDC","ARF4","SLC16A3","NFKBIA","ACTR3","HNRNPUL1","PAWR","AMOTL2","IFI16","LHX6","ADGRL2","H3C3","MYO1B","GIMAP8","NEAT1","MDK","SLC7A11","ITPR2","NHSL2","SLC20A1","BCL6B","HNRNPU","TRIB2","ATF6","TANC2","EIF2S3","YWHAG","PTPA","CSNK1A1","SLC6A6","XRCC5","PAK2","TRAM1","IPO7","STARD7","SNX32","SNX22","NID2","SND1","TNFAIP1","CPT1A","CHD3","CELSR1","EFNB1","TBX1","CRIP2","NAV2","FAM107B","RERE","YBX3","GARS1","APBB2","FBXL5","PTPRS","GPI","ATL3","PCBP1","RANGAP1","ARID5B","PRRC2B","ATF4","LRP10","PEAK1","NCOA4","WDR74","YES1","DDB1","SWAP70","TNFSF18","IL1R1","SLC7A2","FMNL3","HID1","PREX2","MATR3","GLG1","CAPRIN1","DHRS3","CAST","SH3D19","SEC31A","QKI","PIM3","RND3","STAT3","SNHG5","SULT1B1","PRDX6","JUN","CAPZA2","RAB11FIP1","EIF1","KRT18","GUK1","H2AZ1","RPN1","SNHG16","SVIL","SH3PXD2B","TRIP12","CLMAT3","KIAA0100","S1PR3","AHR","ISG15","CTSL","EML6","ADGRA2","SLC44A1","RELL1","FHL2","ADAR","DDX6","HS3ST1","GPC1","LGALS9","ATP1B3","MFGE8","ITPKB","NREP","BMP2K","SLC39A14","RPLP2","OAS3","COPA","LRRC8A","PAPSS2","TFRC","ELAPOR2","SHE","PPDPF","STMN1","CABLES1","ACLY","PSD3","SLC1A5","ABCA3","ANO6","GNB1","PABPC4","MEF2C","MAP3K11","SH3BP5.AS1","UGP2","COL12A1","CRTAP","P4HA1","ADAMTS4","TANC1","TMED10","LMBR1","ATP8B1","FURIN","IGF1R","GLIPR1","GSTP1","MLEC","CD164","APOLD1","YAP1","CLSTN1","HMBOX1","BZW1","RPL23A","CAPZB","MPRIP","CAPZA1","EPHB2","TRIM28","CTSA","KIF5B","SHROOM4","CCNG1","PARP14","PERP","PLIN3","MYO1D","SYNGR2","NFIC","PLIN2","DAPK1","PRDX1","HDGF","DKK1","ILF3","TOR1AIP2","NRCAM","RAPGEF1","RASSF3","GGT5","IRF2BP2","PGM2L1","GSTO1","ELL2","DDAH1","LPP","ATP2A2","SERINC1","KHSRP","AFAP1","NHSL1","PLD1","OGDH","H3C4","MAST4","RASIP1","CCT3","DCAF7","SPCS3","GALNT18","PDCD4","ZNF521","IGF2BP3","MFNG","SERBP1","CAV2","SNCG","NOVA2","ADM","HERPUD1","UBA52","CFH","AFF1","SLC45A4","SLC2A12","YWHAB","VPS13C","SERF2","IGFBP3","TRIO","CX3CL1","PKN1","MCL1","HSPD1","KIAA1671","LRRC59","RASGRP3","ASAP1","CDV3","TNFSF15","NCKAP1","SMAD1","FHL1","ARHGAP21","VASP","RIN2","TNKS1BP1","TENM3"
"THBS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RN7SK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
