"","PARP2","TALAM1","COL4A1","ND5","CYTB","WTAPP1","RPL15","ATP6","RPS3A","ND6","ND2","RPSA","RPS8","RPL10A","RPS16","RPL18A","RPL7","IGFBP7.AS1","RPS7","RPS15A","RPS13","ESAM","RPL18","RPL26","RPS21","LOC112268430","MOV10","RPL37","AFAP1L1","RPS5","CCDC152","H3C2","PTPRE","CEACAM1","RPL30","EIF3L","SLC19A1","RPL31","NFIA","SET","H2BC4","H2AC11","H3C3","SLC20A1","H2AZ1","SH3BP5.AS1","HMBOX1","H3C4","FTH1","VIM","APLN","COX2","PROX1","HSPG2","RPL13A","RPL23","TAGLN","RPS6","RACK1","CXCL8","CLEC14A","RPL4","TUBA1B","RPL32","ICAM2","PRKAR1A","RPL21","RPS20","ENG","H1.5","SNHG29","MMRN1","RPL5","H1.2","RPL35","CFL1","PPIB","SPARC","RTN4","SH3BGRL2"
"WARS1",-0.0788281485955905,-0.140591966173362,0.501057082452431,0.268800966475385,0.426608275445485,-0.515252189670794,-0.396707943219571,0.385986106916339,-0.422983992751435,0.298097251585624,0.402144367260646,-0.24025974025974,-0.355028692237995,-0.347931138628813,-0.206131078224101,-0.271066143159166,-0.3228631833283,0.587888855330716,-0.327091513138025,-0.350196315312594,-0.39202657807309,-0.351870729287663,-0.312292358803987,-0.372848082150408,-0.236182422228934,-0.158870389360782,-0.167925098157656,-0.340078526125038,0.224101479915433,-0.12987012987013,0.26578073089701,0.11159770462096,0.407429779522803,0.640138930836605,-0.278918755662942,-0.425098157656297,-0.348988221081244,-0.372093023255814,0.125792811839323,-0.250981576562972,0.108426457263667,0.0783751132588342,0.101177891875566,-0.485955904560556,0.0187254605859257,-0.253633858299841,0.256266988825128,0.0536091815161583,0.181214134702507,0.0286922379945636,-0.176683781334944,0.491090305043793,0.369827846572033,-0.0232558139534884,-0.26819691935971,-0.449109030504379,-0.0299003322259136,-0.339172455451525,-0.357911428502902,0.217003926306252,-0.324373301117487,-0.444427665357898,-0.00347327091513138,-0.333282996073694,-0.0179704016913319,0.0229537903956509,-0.475989127151918,-0.294623980670492,0.434611899728179,0.129719118091211,-0.250075505889459,0.202506795530051,-0.466626396858955,0.227574750830565,-0.377076411960133,-0.131531259438236,-0.356689821806101,-0.491996375717306,-0.00664451827242525,0.307913017215343
"DYSF",-0.123225611597705,0.130625188764724,0.427514346118997,-0.0907580791301722,-0.0646330413772274,0.430685593476291,-0.1626396858955,-0.110691633947448,-0.186801570522501,-0.0218967079432196,-0.0884929024463908,-0.211416490486258,-0.184536393838719,-0.188462700090607,-0.126094835397161,-0.291150709755361,-0.0872848082150408,-0.0255209906372697,-0.124433705829055,-0.232407127755965,-0.159317426759287,0.396798429701002,-0.187858652974932,-0.141800060404712,-0.0818483841739656,0.105108166345156,0.309272123225612,-0.274841437632135,0.231652068861371,-0.138175777710661,-0.352008456659619,-0.125943823618242,-0.0897009966777409,0.116883116883117,-0.176532769556025,0.0054364240410752,0.547417698580489,-0.237239504681365,-0.111899728178798,0.203261854424645,-0.0916641498036847,-0.189821806100876,-0.170492298399275,0.102688009664754,-0.0764119601328904,0.681466380219133,-0.0320144971307762,-0.175324675324675,0.0409241920869828,-0.0955904560555723,0.58864391422531,-0.0554213228631833,0.0312594382361824,0.340531561461794,-0.123074599818786,-0.14436726064633,-0.0901540320144971,-0.145122319540924,-0.0474949975798154,0.282845061914829,0.42237994563576,-0.0806402899426155,-0.200090607067351,-0.212020537601933,0.511929930534582,0.0425853216550891,-0.06553911205074,-0.196768347931139,0.275596496526729,-0.130927212322561,-0.306100875868318,0.0403201449713078,-0.121111446692842,-0.250075505889459,-0.301268498942918,0.0934762911507098,-0.231048021745696,0.160072485653881,0.272576260948354,-0.00951374207188161
"MT2A",-0.355330715795832,0.161582603443069,0.119752340682573,0.0433403805496829,0.157958320749018,0.249924494110541,-0.442162488674117,0.236333434007853,-0.349441256418001,0.0282392026578073,0.237541528239203,0.0530051344004832,-0.392781636967684,-0.0261250377529447,-0.205980066445183,-0.208547266686802,-0.320295983086681,-0.304892781636968,-0.414980368468741,-0.508154636061613,-0.324675324675325,-0.0549703628586735,-0.203110842645726,-0.345665961945032,-0.136061612805799,0.29705138390937,0.341437632135307,-0.240410752038659,-0.676230745998188,0.0672002416188463,-0.385684083358502,0.0332225913621262,-0.596194503171247,-0.456055572334642,-0.330262760495319,-0.47327091513138,-0.262307459981879,-0.345363938387194,-0.755964965267291,0.0424343098761703,-0.113862881304742,0.027786167321051,0.0252189670794322,0.652068861371187,0.152370884929024,-0.263298977044223,-0.761401389308366,0.0131380247659317,0.0492298399275143,-0.0258230141951072,0.410903050437934,0.194956206584114,-0.574901842343703,0.316218665055874,-0.348988221081244,-0.323467230443975,0.648444578677137,-0.347176079734219,-0.188318798035071,0.579583207490184,-0.0181214134702507,-0.0901540320144971,0.511174871639988,-0.185140440954394,0.253548776804591,-0.483841739655693,-0.240410752038659,-0.399879190576865,0.264723648444579,0.0513440048323769,-0.155995167623075,-0.750981576562972,-0.287979462398067,-0.180308064028994,0.161582603443069,0.553609181516158,0.235880398671096,0.451525218967079,0.72697070371489,-0.741920869827847
"PSAP",-0.125339776502567,0.128511023859861,0.0964965267290849,-0.189217758985201,-0.262609483539716,0.309272123225612,0.344155844155844,-0.348686197523407,0.205980066445183,-0.195258230141951,-0.339474479009363,-0.163998791905769,0.21111446692842,0.00377529447296889,-0.0122319540924192,-0.0013591060102688,0.219420114768952,0.025974025974026,0.213530655391121,0.183026276049532,0.101328903654485,0.359874655747854,0.0613107822410148,0.267743884022954,-0.09951676230746,0.264884660588224,0.0353367562669888,0.106614315916642,0.37496224705527,-0.250528541226216,-0.09951676230746,-0.334038054968288,0.101026880096648,-0.013591060102688,0.130474176985805,0.468136514648143,0.752793717909997,0.141045001510118,0.257777106614316,0.236937481123528,-0.261250377529447,-0.363485351857445,-0.37133796436122,0.0818483841739656,-0.302325581395349,0.680937819037799,0.286016309272123,-0.314859559045606,0.0215946843853821,0.0360918151615826,0.249471458773784,-0.409392932648747,0.0910601026880097,0.14557535487768,0.287073391724555,0.323769254001812,-0.315312594382362,0.210963455149502,0.263374485784414,-0.0702204771972214,0.308517064331018,0.325732407127756,-0.454847478103292,0.105104198127454,0.110540622168529,0.476593174267593,0.28888553307158,0.0508909694956207,-0.134853518574449,-0.358350951374207,0.072334642102084,0.386288130474177,0.325732407127756,-0.355028692237995,-0.198882512836001,-0.120507399577167,0.00286922379945636,0.221987315010571,-0.153276955602537,0.103292056780429
"RPL3",-0.102688009664754,-0.156750226517668,-0.00166112956810631,-0.248716399879191,-0.306251887647236,0.16626396858955,0.825883418906675,-0.332376925400181,0.736937481123528,-0.30217456961643,-0.403201449713078,0.56795530051344,0.806251887647237,0.760495318634854,0.532014497130776,0.731350045303534,0.824524312896406,-0.278918755662942,0.764270613107822,0.684083358501963,0.639987919057686,0.293502473120418,0.745092117185141,0.796587133796436,0.475838115372999,0.242911617192792,-0.162186650558744,0.578677136816672,0.0194805194805195,0.48912715191785,0.109030504379342,0.0945333736031411,0.107369374811235,-0.30942313500453,0.752793717909997,0.817124735729387,0.450166112956811,0.512080942313501,0.158864391422531,0.652521896707943,0.0490788281485956,0.0678042887345213,0.0610087586831773,0.151615826034431,0.204771972213833,0.170649752830497,0.119601328903654,0.0909090909090909,-0.454545454545455,0.390969495620658,-0.0151011778918756,-0.327393536695862,-0.0234068257324071,0.273180308064029,0.853065539112051,0.68936877076412,-0.16626396858955,0.745696164300816,0.856344622500297,-0.393838719420115,0.405013591060103,0.869374811235276,-0.169586227725763,0.776955602536998,-0.262911507097554,0.132890365448505,0.742373905164603,0.649803684687406,-0.059347629115071,0.0202355783751133,0.736333434007853,0.172757475083056,0.821504077318031,-0.0672002416188463,0.484898822108124,0.166868015705225,0.580187254605859,0.233464210208396,-0.260042283298097,-0.00422832980972516
"RPLP0",0.268951978254304,-0.144669284204168,-0.43325279371791,-0.39323467230444,-0.426759287224404,0.0403201449713078,0.661582603443069,-0.41014799154334,0.769707037148898,-0.46360616128058,-0.495771670190275,0.929326487466022,0.74025974025974,0.870733917245545,0.780881908788886,0.879945635759589,0.634098459679855,-0.336907278767744,0.671247357293869,0.734823316218665,0.801721534279674,0.260278627436604,0.815765629719118,0.642706131078224,0.750830564784053,-0.133574961396969,0.131531259438236,0.457263666565992,-0.12141347025068,0.848535185744488,0.178646934460888,0.465267290848686,-0.0196315312594382,-0.292056780428874,0.757777106614316,0.53518574448807,-0.0286922379945636,0.481425551192993,0.0904560555723347,0.446239806704923,0.501057082452431,0.453337360314105,0.455300513440048,0.0886439142253096,0.527333131984295,-0.00241627968609554,0.0113258834189067,0.474025974025974,-0.367411658109333,0.42479613409846,-0.175626698882513,-0.303231652068861,-0.0887949260042283,-0.0202355783751133,0.639685895499849,0.45635759589248,-0.0892479613409846,0.748112352763516,0.765809643011905,-0.340682573240713,0.274690425853217,0.614919963757173,0.238598610691634,0.8373603141045,-0.122772576260948,-0.154787073391725,0.707037148897614,0.799305345816974,-0.00573844759891272,0.406976744186047,0.695862277257626,-0.020386590154032,0.606614315916641,0.451374207188161,0.747659317426759,0.291754756871036,0.669284204167925,0.0495318634853519,-0.213228631833283,0.115524010872848
"TUBA1B",-0.151313802476593,-0.230292962851102,-0.231652068861371,-0.170190274841438,-0.181214134702507,0.112201751736635,-0.219269102990033,-0.0572334642102084,-0.0895499848988221,-0.265478707339172,-0.053760193295077,0.346572032618544,-0.0878888553307158,0.195711265478707,0.0359408033826639,0.0833585019631531,-0.193295077016007,-0.370431893687708,-0.130323165206886,-0.183328299607369,0.0232558139534884,0.212179559935265,0.0511929930534582,-0.184234370280882,0.121715493808517,-0.107599954771442,0.418302627604953,-0.273331319842948,-0.560253699788584,0.268800966475385,-0.165508909694956,0.717607973421927,-0.349894291754757,-0.406825732407128,-0.066143159166415,-0.350045303533676,-0.263968589549985,-0.265478707339172,-0.46118997281788,0.274992449411054,0.616279069767442,0.71851404409544,0.724252491694352,0.462851102385986,0.718665055874358,-0.102918412879632,-0.504983388704319,0.703261854424645,-0.270764119601329,0.180459075807913,0.240863787375415,-0.0403201449713078,-0.471458773784355,0.195711265478707,-0.302325581395349,-0.335548172757475,0.413621262458472,-0.0887949260042283,-0.0808698607440101,0.164149803684687,0.213530655391121,-0.11280579885231,1,0.00694654183026276,0.285261250377529,-0.442313500453035,0.00875868317728783,-0.0318634853518574,0.319087888855331,0.723497432799758,-0.0810933252793718,-0.513289036544851,-0.248414376321353,0.503926306251888,0.404409543944428,0.682573240712776,0.324373301117487,0.234068257324071,0.348988221081244,-0.265478707339172
"POSTN",0.212473572938689,0.246753246753247,0.179553005134401,-0.179099969797644,-0.124735729386892,0.321051041981275,-0.111295681063123,-0.129417094533374,-0.0415282392026578,-0.113711869525823,-0.145273331319843,0.0157052250075506,-0.0720326185442465,0.0892479613409846,0.129115070975536,-0.0126849894291755,0.0182724252491694,-0.221081244337058,-0.143008154636062,-0.0314104500151012,-0.00694654183026276,0.351040133145568,0.135306553911205,-0.0819993959528843,0.267894895801873,-0.0984633972083932,0.134400483237693,-0.0866807610993657,0.0601026880096648,0.130021141649049,-0.344004832376925,-0.00709755360918152,-0.0474176985804893,-0.0460585925702205,-0.199486559951676,0.126849894291755,0.272123225611598,0.00286922379945636,0.0585925702204772,0.0856236786469345,-0.0332225913621262,-0.0166112956810631,-0.0318634853518574,-0.0250679553005134,0.0744488070069465,0.200400196465549,0.147387496224706,0.0225007550588946,-0.0078526125037753,-0.29130172153428,0.300211416490486,-0.0732407127755965,-0.0755058894593778,0.258079130172153,-0.00196315312594382,-0.118695258230142,-0.00830564784053156,-0.196164300815464,0.136293276043827,0.214587737843552,0.310782241014799,-0.0182724252491694,-0.204016913319239,-0.066143159166415,0.294321957112655,-0.130021141649049,-0.13953488372093,-0.154334038054968,0.318181818181818,0.0221987315010571,-0.124282694050136,0.120658411356086,0.025974025974026,0.0437934158864391,-0.132739353669586,-0.0299003322259136,0.178646934460888,0.184687405617638,-0.0557233464210209,-0.0788281485955905
"PTX3",-0.415584415584416,-0.0465116279069767,0.519782543038357,0.202355783751133,0.179704016913319,-0.00513440048323769,-0.488221081244337,0.244639081848384,-0.540622168529145,0.186197523406826,0.32407127755965,-0.325732407127756,-0.464663243733011,-0.514799154334038,-0.623980670492298,-0.566596194503171,-0.325883418906675,0.0998187858652975,-0.369374811235276,-0.615221987315011,-0.486257928118393,-0.140068713053351,-0.639685895499849,-0.361220175173664,-0.52672908486862,0.369690791972618,0.229084868619752,-0.480821504077318,-0.109332527937179,-0.451072183630323,-0.09951676230746,-0.0880398671096346,-0.13832678948958,0.124886741165811,-0.482331621866506,-0.49879190576865,0.0591966173361522,-0.566898218061009,-0.249320446994866,-0.0564784053156146,-0.183932346723044,-0.144820295983087,-0.11159770462096,0.238900634249471,-0.107671398369073,0.194132971029739,-0.331772878284506,-0.165508909694956,0.138175777710661,-0.0897009966777409,0.287375415282392,0.172153427967381,-0.086529749320447,0.176683781334944,-0.491090305043793,-0.377680459075808,0.361069163394745,-0.450619148293567,-0.589496734667121,0.564028994261552,-0.0363938387194201,-0.304892781636968,0.260344306855935,-0.468287526427061,0.290546662639686,0.0228027786167321,-0.274388402295379,-0.41996375717306,0.119903352461492,-0.104047115675023,-0.433101781938991,-0.217758985200846,-0.465720326185443,-0.297040169133192,-0.272425249169435,0.184989429175476,-0.261401389308366,0.228480821504077,0.666868015705225,-0.20507399577167
"RPS3",0.467079432195711,-0.0900030202355784,-0.382361824222289,-0.393385684083359,-0.308366052552099,0.177438840229538,0.603443068559348,-0.350951374207188,0.756569012382966,-0.369072787677439,-0.499093929326487,0.773482331621867,0.713077620054364,0.800211416490486,0.923135004530353,0.833887043189369,0.586076713983691,-0.339172455451525,0.650860767139837,0.752491694352159,0.80942313500453,0.343338241646138,0.856689821806101,0.587586831772878,0.90652370884929,-0.371503001737189,0.174418604651163,0.514950166112957,0.0569314406523709,0.847176079734219,0.109483539716098,0.329658713379644,0.00739957716701903,-0.145273331319843,0.68695258230142,0.58864391422531,0.0546662639685895,0.606614315916641,0.112503775294473,0.388251283600121,0.374509211718514,0.349592268196919,0.352612503775295,-0.10555723346421,0.464361220175174,0.0698455846761992,0.136665659921474,0.353367562669888,-0.27544548474781,0.261703412866204,-0.12262156448203,-0.184687405617638,0.0107218363032317,-0.0391120507399577,0.658864391422531,0.419208698278466,-0.213530655391121,0.691633947447901,0.820855514610769,-0.330564784053156,0.30821504077318,0.503020235578375,0.0274841437632135,0.785714285714286,-0.0702204771972214,-0.214436726064633,0.598157656297191,0.723950468136515,0.0147991543340381,0.302627604953186,0.624282694050136,0.0619148293566898,0.602385986106916,0.348535185744488,0.628964059196617,0.203714889761401,0.565237088492902,-0.119299305345817,-0.341890667472063,0.202959830866808
"GJA1",-0.451072183630323,-0.588039867109635,0.467532467532468,0.087133796436122,0.0377529447296889,-0.10314104500151,0.414376321353066,0.0273331319842948,0.245847176079734,0.0128360012080942,-0.0223497432799758,0.117487163998792,0.384022953790396,0.139232860163093,0.0167623074599819,0.245696164300816,0.438387194201148,0.053156146179402,0.371639987919058,0.236182422228934,0.148897614013893,0.0733189867249615,0.181516158260344,0.415131380247659,-0.0619148293566898,0.114395741388586,-0.315614617940199,0.0736937481123528,0.301872546058593,-0.0549682875264271,0.34581697372395,0.333131984294775,0.451223195409242,0.12503775294473,0.26336454243431,0.413470250679553,0.447749924494111,-0.0517970401691332,0.291452733313198,0.658260344306856,0.174569616430082,0.260646330413772,0.26457263666566,-0.0261250377529447,0.299607369374811,0.105410201305918,0.302778616732105,0.221081244337058,-0.536695862277258,0.384627000906071,-0.0229537903956509,-0.0534581697372395,0.289640591966173,0.349894291754757,0.432648746602235,0.248565388100272,-0.0264270613107822,0.310178193899124,0.197983916779453,-0.134249471458774,0.253095741467835,0.401993355481728,0.125792811839323,0.194352159468439,-0.267290848686198,0.427514346118997,0.330413772274237,0.279220779220779,0.0620658411356086,0.247810329205678,0.272878284506192,0.339021443672606,0.293415886439142,0.045756569012383,0.0120809423135005,0.243279975838115,0.257777106614316,0.107067351253398,-0.153729990939293,0.287073391724555
"PRSS23",0.0573844759891272,0.122923588039867,0.248716399879191,0.128511023859861,0.0415282392026578,0.24509211718514,-0.172908486861975,0.0789791603745092,-0.213983690727877,0.113409845967986,0.114617940199336,-0.196315312594382,-0.217305949864089,-0.279673814557535,-0.306704922983993,-0.297493204469949,-0.102990033222591,0.12141347025068,-0.0898520084566596,-0.296436122017517,-0.155693144065237,0.151244006601543,-0.345665961945032,-0.131682271217155,-0.266837813349441,0.111677426741728,0.315463606161281,-0.22576260948354,0.189217758985201,-0.237541528239203,-0.217758985200846,-0.0724856538810027,-0.012382965871338,0.217758985200846,-0.139685895499849,-0.190878888553307,0.197372395046814,-0.27302929628511,-0.00332225913621263,0.000302023557837511,0.0884929024463908,-0.0786771368166717,-0.0256720024161885,0.0745998187858653,-0.0700694654183026,0.500924982423682,-0.0394140742977952,-0.0952884324977348,0.138175777710661,0.0288432497734823,0.379945635759589,0.0419812745394141,0.143914225309574,0.109785563273935,-0.17834491090305,-0.115524010872848,-0.153276955602537,-0.0931742675928722,-0.23483218199241,0.40652370884929,0.187556629417095,-0.162337662337662,-0.0764119601328904,-0.178948958018725,0.496828752642706,0.142857142857143,-0.0211416490486258,-0.105104198127454,0.014195107218363,-0.0641800060404712,-0.312896405919662,0.0151011778918756,-0.158411356085775,-0.115826034430686,-0.168378133494413,0.0289942615524011,-0.3276955602537,0.0418302627604953,0.339172455451525,0.0194805194805195
"CCN1",-0.48671096345515,-0.199939595288433,0.580036242826941,0.195107218363032,0.360163092721232,-0.265327695560254,-0.404560555723346,0.349894291754757,-0.446843853820598,0.164300815463606,0.356085774690426,-0.174871639987919,-0.373301117487164,-0.248716399879191,-0.355783751132588,-0.267290848686198,-0.329658713379644,0.255511929930535,-0.400030202355784,-0.474630021141649,-0.512836001208094,-0.244421791996602,-0.29734219269103,-0.358501963153126,-0.31304741769858,0.204779703396597,-0.0570824524312896,-0.371488976140139,-0.255209906372697,-0.158109332527937,0.0234068257324071,0.194805194805195,0.0573844759891272,0.0857746904258532,-0.376774388402295,-0.453488372093023,-0.234521292660828,-0.446239806704923,-0.244941105406222,-0.00166112956810631,0.0199335548172757,0.129115070975536,0.13711869525823,0.0868317728782845,0.149803684687406,-0.380488541819857,-0.169737239504681,0.0972515856236787,-0.0665961945031713,-0.00211416490486258,0.102385986106916,0.3373603141045,-0.100271821202054,0.335397160978556,-0.313500453035337,-0.44654183026276,0.52672908486862,-0.403503473270915,-0.349529958341758,0.402295379039565,-0.162790697674419,-0.26215644820296,0.334340078526125,-0.358350951374207,-0.0474176985804893,-0.115221987315011,-0.450921171851404,-0.400936273029296,0.508003624282694,0.188613711869526,-0.218061008758683,-0.185442464512232,-0.418302627604953,0.040169133192389,-0.208849290244639,0.294774992449411,-0.0288432497734823,0.0845665961945032,0.305345816973724,-0.192086982784657
"LOXL2",-0.168076109936575,0.423739051646028,-0.0425853216550891,-0.274992449411054,-0.256266988825128,0.60314104500151,-0.327997583811537,-0.183479311386288,-0.249622470552703,-0.269858048927816,-0.185744488070069,0.0143461189972818,-0.311990335246149,-0.0040773180308064,-0.182573240712776,-0.222893385684083,-0.250830564784053,-0.487768045907581,-0.358501963153126,-0.400634249471459,-0.189066747206282,0.403443198837765,-0.144971307762005,-0.290697674418605,-0.0114768951978254,0.310189904702515,0.496224705527031,-0.317275747508306,-0.473723950468137,-0.0374509211718514,-0.681667170039263,-0.0324675324675325,-0.624886741165811,-0.551948051948052,-0.39685895499849,-0.206433101781939,0.254303835699185,-0.281334944125642,-0.479009362730293,0.0887949260042283,-0.112050739957717,-0.0539112050739958,-0.0682573240712776,0.676683781334944,0.080942313500453,0.279759882405749,-0.483237692540018,0.00619148293566898,0.0700694654183026,-0.0907580791301722,0.675475687103594,-0.208547266686802,-0.611446692842042,0.428269405013591,-0.30821504077318,-0.211416490486258,0.382059800664452,-0.332829960736937,-0.0769434062541048,0.544095439444277,0.383418906674721,-0.0217456961643008,0.233615221987315,-0.203261854424645,0.558592570220477,-0.329054666263969,-0.0971005738447599,-0.403050437934159,0.211718514044095,-0.00815463606161281,-0.270462096043491,-0.439746300211416,-0.117336152219873,-0.143914225309574,-0.0167623074599819,0.384627000906071,0.309272123225612,0.685593476291151,0.50604047115675,-0.619601328903654
"FKBP1A",-0.20990637269707,0.229235880398671,0.257928118393235,0.0712775596496527,0.0126849894291755,0.480972515856237,0.0807913017215343,0.0223497432799758,-0.00498338870431894,0.0756569012382966,0.0250679553005134,-0.180006040471157,-0.0122319540924192,-0.112050739957717,-0.202355783751133,-0.170190274841438,0.0937783147085473,-0.0179704016913319,0.0300513440048324,-0.137269707037149,-0.0635759589247961,0.201608336308597,-0.148293566898218,0.114164904862579,-0.238749622470553,0.3452259601509,0.27786167321051,-0.0848686197523407,0.0776200543642404,-0.243128964059197,-0.389459377831471,-0.288130474176986,-0.17109634551495,-0.0887949260042283,-0.0437934158864391,0.117789187556629,0.495620658411356,-0.176985804892782,-0.164904862579281,0.24509211718514,-0.279371790999698,-0.297946239806705,-0.263666565992147,0.338417396556931,-0.191180912111145,0.485445690684632,-0.173814557535488,-0.334189066747206,0.0163092721232256,0.0228027786167321,0.511627906976744,-0.0684083358501963,-0.0208396254907883,0.29130172153428,0.0940803382663848,0.159770462096044,0.0570824524312896,0.0481727574750831,0.0272586552087653,0.42358803986711,0.30821504077318,0.212624584717608,-0.200996677740864,-0.0166112956810631,0.330866807610994,0.168378133494413,0.209000302023558,-0.115826034430686,-0.206735125339777,-0.321353065539112,-0.0588945937783147,-0.10072485653881,0.158260344306856,-0.513289036544851,-0.110540622168529,0.241769858048928,-0.12141347025068,0.405768649954696,0.389308366052552,-0.212926608275445
"RPL15",0.0318634853518574,-0.176834793113863,-0.182724252491694,-0.170945333736031,-0.310782241014799,0.0382059800664452,1,-0.349592268196919,0.910752038659016,-0.254756871035941,-0.392630625188765,0.554817275747508,0.941558441558442,0.723497432799758,0.585472666868016,0.804741769858049,0.895348837209302,-0.115977046209604,0.897463002114165,0.90773180308064,0.799154334038055,0.183184203702118,0.78767743884023,0.946994865599517,0.452280277861673,0.0921961717725829,-0.280126849894292,0.662941709453337,0.237994563575959,0.416792509815766,0.326034430685594,0.114768951978254,0.319087888855331,-0.150407731803081,0.885382059800665,0.929326487466022,0.419057686499547,0.627755964965267,0.432799758381154,0.603443068559348,0.149652672908487,0.0980066445182724,0.0967985502869224,-0.0640289942615524,0.150407731803081,0.182957677481547,0.363334340078526,0.0986106916339475,-0.403956508607671,0.385382059800664,-0.265176683781335,-0.374358199939595,0.206735125339777,-0.00317124735729387,0.938689217758985,0.802476593174268,-0.341739655693144,0.906070673512534,0.832483860600104,-0.540773180308064,0.261099365750529,0.863636363636364,-0.219269102990033,0.837511325883419,-0.406674720628209,0.354726668680157,0.860918151615826,0.852461491996376,-0.342947749924494,0.0295983086680761,0.786016309272123,0.407882814859559,0.901087284808215,0.0326185442464512,0.495922681969194,-0.0211416490486258,0.476744186046512,0.0474176985804893,-0.47085472666868,0.26698882512836
"TAGLN",-0.348837209302326,0.03397765025672,0.0930232558139535,-0.266686801570523,-0.108577469042585,0.185140440954394,-0.341739655693144,-0.115977046209604,-0.249471458773784,-0.269102990033223,-0.058743581999396,0.0382059800664452,-0.242222893385684,-0.0489278163696768,-0.182271217154938,-0.120054364240411,-0.32165508909695,-0.13107822410148,-0.367562669888251,-0.357897916037451,-0.215040773180308,-0.0531581530941019,-0.132135306553911,-0.29855028692238,-0.0658411356085775,0.283384301934893,0.331168831168831,-0.273784355179704,-0.602990033222591,0.00483237692540018,-0.130323165206886,0.0228027786167321,-0.515705225007551,-0.420416792509816,-0.335095137420719,-0.420114768951978,-0.256266988825128,-0.250679553005134,-0.615977046209604,-0.136967683479311,-0.165810933252794,-0.0164602839021444,-0.0279371790999698,0.547417698580489,0.046964663243733,-0.254766489402698,-0.62503775294473,-0.0294472968891574,-0.0607067351253398,-0.0971005738447599,0.228933856840834,-0.0496828752642706,-0.581244337058291,0.122772576260948,-0.338719420114769,-0.363938387194201,1,-0.32890365448505,-0.183863782363832,0.433101781938991,-0.0993657505285412,-0.15418302627605,0.413621262458472,-0.200392630625189,0.0934762911507098,-0.43446088794926,-0.209755360918152,-0.349592268196919,0.245696164300816,0.00483237692540018,-0.188462700090607,-0.612352763515554,-0.252340682573241,-0.169737239504681,0.0679553005134401,0.401540320144971,0.108124433705829,0.418000604047116,0.615221987315011,-0.496073693748112
"ANPEP",-0.189217758985201,0.308970099667774,-0.268347931138629,-0.221685291452733,-0.387345212926608,0.546964663243733,0.0928722440350347,-0.26457263666566,0.0693144065237088,-0.283751132588342,-0.265629719118091,0.170190274841438,0.0249169435215947,0.162941709453337,-0.0946843853820598,0.0221987315010571,0.111748716399879,-0.571881606765328,0.0244639081848384,-0.080338266384778,0.0736937481123528,0.1523766377044,-0.00256720024161885,0.0800362428269405,-0.0524010872848082,0.515347151800064,0.279371790999698,0.0292962851102386,-0.371790999697976,0.0214436726064633,-0.422983992751435,-0.167019027484144,-0.588039867109635,-0.580036242826941,0.0149501661129568,0.0453035336756267,0.225460585925702,-0.0966475385080036,-0.371186952582301,0.182573240712776,-0.157203261854425,-0.144971307762005,-0.152219873150106,0.802325581395349,-0.0579885231048022,0.196851285676596,-0.496073693748112,-0.106312292358804,0.0374509211718514,0.220477197221383,0.323316218665056,-0.313500453035337,-0.43929326487466,0.144216248867412,0.040773180308064,0.246602234974328,0.275898520084567,0.0616128057988523,0.133876996357731,0.245998187858653,0.202355783751133,0.352159468438538,0.146783449109031,0.116581093325279,0.319842947749924,-0.121715493808517,0.304137722742374,0.0232558139534884,-0.380096647538508,-0.191482935668982,0.0711265478707339,-0.43204469948656,0.247055270311084,-0.317728782845062,0.244941105406222,0.299305345816974,0.314708547266687,0.557233464210208,0.524765931742676,-0.615221987315011
"LTBP2",-0.258768452632794,0.00392645448990525,0.160380564164591,-0.390682221745573,-0.309585834780991,0.62196549294903,-0.220485521356218,-0.279306829964606,-0.184392343545166,-0.416808245851481,-0.281345565949749,0.0591233435691502,-0.169215086766878,0.0320157058407659,-0.147997130773352,-0.0894778571257255,-0.188922867956595,-0.457054404373009,-0.229546570179076,-0.336995507470137,-0.158266319439258,0.594200709808956,-0.0245403405619078,-0.214897874582122,0.0502133122266729,0.299629993203957,0.616679881135696,-0.402386076475098,-0.549175067405402,0.0576131687653405,-0.639936573114365,0.31721221754023,-0.560123834733022,-0.594631329000074,-0.250084947510888,-0.148525691954685,0.319024427304802,-0.365613320002331,-0.579907124662929,0.376864122290714,0.203571563553549,0.29078415847356,0.292067807056798,0.700268056526564,0.428663118061387,0.308313826172317,-0.560803413394737,0.322120285652612,-0.295541209105561,0.0537622230156258,0.781817495932288,-0.293124929419465,-0.626873561061411,0.745573300640855,-0.252274700976412,-0.33737305117109,0.509835013766159,-0.249782912550126,0.0204636411689194,0.482727376037775,0.600294484514361,-0.0113263110285728,0.462340016186343,-0.176312908344784,0.665383018558559,-0.429644731683863,-0.055196889079245,-0.285649564140607,0.486955865488442,0.335334315185947,-0.247064597903269,-0.503039227149015,-0.147317552111637,0.0687884623135324,0.0160833616605734,0.587609016162359,0.193981953549358,0.708725035427898,0.499716842580634,-0.583909087893025
